rollout/ep_rew_mean,custom/mean_confidence,time/time_elapsed,custom/mean_entropy,time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,custom/images_selected,train/approx_kl,train/clip_fraction,train/value_loss,train/loss,train/entropy_loss,train/explained_variance,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
242.98088042722264,0.5889701530167788,4062,0.7511617935317958,23,778.75,11,47104,790,0.00047254536,0.00712890625,3.6944104049005544,0.6549196243286133,-0.14778354920163111,0.9932677149772644,0.0001,0.2,-0.0004578333551762626,220,,
97.03701332896736,0.5989165451330475,4194,0.7525482417756244,24,311.75,11,49152,316,0.000173045,0.0017578125,1.7152635917824228,1.0317267179489136,-0.00351092925899934,0.8083205223083496,0.0001,0.2,-0.00028810039802920075,230,,
257.6299662527834,0.5976104082692648,4326,0.757177474382131,25,823.75,11,51200,828,0.0006888789,0.006298828125,2.866746968659572,0.21473656594753265,-0.12641587030811935,0.9946954846382141,0.0001,0.2,-0.0009750197263201698,240,,
113.4631298939022,0.5905926978146588,4459,0.748799363200469,26,367.75,11,53248,378,0.0017795744,0.002685546875,1.5489765553269534,0.7492359280586243,-0.005382390715523755,0.8481181859970093,0.0001,0.2,0.0009590118577762041,250,,
273.62836293650776,0.5876621209838417,4591,0.7538487140968274,27,879.75,12,55296,889,0.00014662926,0.003857421875,3.5639232014946174,0.483000785112381,-0.10369246429331005,0.9946776628494263,0.0001,0.2,0.00038779542155680246,260,,
134.2167159073903,0.5877135568721727,4724,0.7558206033638932,28,428.0,12,57344,440,5.153881e-06,0.002001953125,1.0349351776647382,0.35912299156188965,-0.013772528379263283,0.972427487373352,0.0001,0.2,0.0004968749628460501,270,,
287.7754983313512,0.5963775988887338,4856,0.7530323003395265,29,930.34,12,59392,939,0.00037276314,0.00498046875,2.6375520334462634,0.718860924243927,-0.06837749459241545,0.9950516819953918,0.0001,0.2,-0.0002373338065808639,280,,
,0.5957561185309938,,0.776358262954892,,,,60000,143,0.00039805827,0.003955078125,1.0370148007001263,0.2758985459804535,-0.06142798578927966,0.9913539290428162,0.0001,0.2,0.0004365177941508591,290,298.8729553222656,945.0
107.78051815889654,0.6129460900194115,5456,0.7500247304638227,30,348.0,11,61440,360,,,,,,,,,,,,
267.2006280055122,0.5977697373803602,5588,0.7377898751783671,31,860.0,11,63488,872,5.826587e-08,0.0,3.53528512675548,1.4315866231918335,-0.012490968528443943,0.980495810508728,0.0001,0.2,3.154636942781508e-07,300,,
129.1938061525448,0.5903573355303621,5720,0.7599221002661957,32,412.75,11,65536,424,3.903662e-05,0.001025390625,1.2819602755713277,0.12705855071544647,-0.0027012249927132357,0.9598831534385681,0.0001,0.2,-0.00015091080204001627,310,,
288.20734435981564,0.5953911265565289,5853,0.7636092336068296,33,924.75,11,67584,922,0.004500789,0.010693359375,2.811209435941419,1.2906495332717896,-0.08836520083063557,0.9931578040122986,0.0001,0.2,-0.004116708671062952,320,,
145.81278084536999,0.5969966551925563,5986,0.7411479741995093,34,458.25,11,69632,474,1.5698155e-05,0.00439453125,1.0621587335423102,0.8972009420394897,-0.08222230794144707,0.992000937461853,0.0001,0.2,-0.0002057304787740577,330,,
276.56251459452824,0.5804723054170609,6127,0.8727657794952393,35,901.72,11,71680,2,1.3725221e-06,0.0,4.398405085870763,0.09231089800596237,-0.054515900024430256,0.9945125579833984,0.0001,0.2,-8.979316771728917e-06,340,,
157.87992242595118,0.5824822891894945,6264,0.7521067231110794,36,496.25,11,73728,514,0.004882495,0.0244140625,0.8791430992598179,0.20489124953746796,-0.1274210263225541,0.9959973692893982,0.0001,0.2,-0.002750184218166396,350,,
10.295211783903182,0.5730791037281354,6398,0.72294027308623,37,35.0,11,75776,60,8.119969e-08,0.0,1.4495346712181345,0.9161949753761292,-0.007410738746060924,0.9748905897140503,0.0001,0.2,-1.8936100968858226e-05,360,,
170.87812403559667,0.595491568890068,6533,0.7454328306957142,38,547.0,11,77824,572,0.015453393,0.0212890625,1.0111348994221772,0.08818201720714569,-0.09313348065767287,0.9960968494415283,0.0001,0.2,-0.0020759647974045946,370,,
33.0468682770394,0.5733171095923771,6673,0.7522362555776324,39,103.75,11,79872,126,0.0,0.0,2.7111464955902194,6.977320671081543,-1.3654675004037386e-11,0.8672985434532166,0.0001,0.2,6.933987606316805e-10,380,,
,0.5911015551181356,,0.7533341243768193,,,,80000,157,0.00014595837,0.001171875,1.8063440824160353,0.410007506608963,-0.0602524847253072,0.9936051964759827,0.0001,0.2,0.00016362424867111258,390,296.5755920410156,945.0
143.60215119013964,0.5965636967370908,7293,0.7404285389309128,40,468.0,11,81920,480,,,,,,,,,,,,
6.438027460662986,0.6149591377803257,7429,0.787864225251334,41,19.75,11,83968,35,0.0,0.0,2.067336863424862,0.2977568507194519,-4.042955154705853e-12,0.9065250754356384,0.0001,0.2,2.841261448338628e-09,400,,
164.4785788716096,0.5899942813124474,7564,0.7544733630578413,42,531.75,11,86016,547,0.0052964403,0.012939453125,0.9521353248885134,0.10695967078208923,-0.05629593717862469,0.9962035417556763,0.0001,0.2,-0.00028810407311539164,410,,
28.311717925147025,0.5798404996443276,7697,0.7852912296851476,43,84.75,11,88064,99,0.0,0.0,1.8793408118770458,0.237232506275177,-1.0879853613081927e-15,0.9064124822616577,0.0001,0.2,-7.07223080098629e-10,420,,
189.8427804161146,0.5740693440804114,7829,0.7622322914740848,44,596.75,11,90112,611,0.00031642534,0.001513671875,1.11541396601242,0.08642959594726562,-0.04744374882688769,0.9968403577804565,0.0001,0.2,0.00011058638920076191,430,,
50.26895474241727,0.6158804249834027,7961,0.7588811758354571,45,157.0,11,92160,169,0.0,0.0,2.449404902959941,1.1356908082962036,-8.395676160146843e-15,0.7706828117370605,0.0001,0.2,-9.335053618997336e-10,440,,
208.42086505498548,0.6076646650677736,8093,0.7451699661493039,46,669.0,11,94208,681,1.2248696e-05,0.00107421875,2.143609755288344,0.15734973549842834,-0.0357297411640928,0.9956474304199219,0.0001,0.2,-0.00011440632079029456,450,,
73.45100331287104,0.5752022697001088,8226,0.7447280236044709,47,228.75,11,96256,245,0.0,0.0,1.3466533286729827,0.4145444333553314,-5.694575056937799e-12,0.6868539452552795,0.0001,0.2,1.6516423784196376e-10,460,,
233.5186515011358,0.5866973477279179,8358,0.7501893747780014,48,740.75,11,98304,757,4.5191482e-05,0.00126953125,1.9328243709809612,0.07562706619501114,-0.04035697528288464,0.9965141415596008,0.0001,0.2,8.831177110550925e-05,470,,
,0.5842698535284101,,0.7611067681593666,,,,100000,229,0.0,0.0,1.944236724032089,1.683637022972107,-9.026082455418114e-10,0.7561407089233398,0.0001,0.2,1.3533281162381173e-10,480,297.4555358886719,945.0
23.69108865258119,0.5843808579851281,8956,0.7426675575023348,49,76.0,11,100352,88,,,,,,,,,,,,
