rollout/ep_len_mean,time/fps,custom/mean_confidence,time/iterations,time/time_elapsed,custom/mean_entropy,custom/images_selected,time/total_timesteps,rollout/ep_rew_mean,train/clip_range,train/explained_variance,train/clip_fraction,train/n_updates,train/loss,train/value_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
413.0,11,0.6022014246087208,26,4568,0.7480063572630425,428,53248,127.27610189529139,0.2,0.9710531234741211,0.0,250,0.4960160553455353,1.3987358554266394,0.0001,8.731149e-11,-2.847373252734542e-08,-4.375706285651973e-05,,
925.0,11,0.6063745494852675,27,4705,0.7445576585829258,937,55296,282.9661019816927,0.2,0.9950273036956787,0.002197265625,260,2.932647705078125,3.9755642701988108,0.0001,0.00015231989,-0.00012745996864396147,-0.03376711844601914,,
482.5,11,0.6025122989307751,28,4841,0.7517674776941838,495,57344,150.3095779599713,0.2,0.9889323711395264,0.00107421875,270,0.17068834602832794,0.984525426919572,0.0001,6.9607922e-06,0.00024259923593490386,-0.012912950529916773,,
36.0,11,0.6216185127313321,29,4978,0.7822111117152067,52,59392,11.400052251716529,0.2,0.9874318242073059,0.0,280,1.694844126701355,2.9821904786105735,0.0001,7.83123e-06,-2.9604062729049473e-05,-0.020966379108722323,,
,,0.6023708593669196,,,0.7597690276030836,203,60000,,0.2,0.993188738822937,0.00166015625,290,2.9727559089660645,1.395924654987175,0.0001,0.00021944473,4.2930367635563015e-05,-0.039197745023856354,946.0,289.6474914550781
348.0,10,0.5996454237235918,30,5591,0.7449756259098649,360,61440,105.71233104413496,,,,,,,,,,,,
860.0,11,0.6081563159139878,31,5725,0.7312028611916195,872,63488,257.57194900451424,0.2,-0.04331505298614502,0.0,300,1.4355080127716064,4.432875818235334,0.0001,0.0,2.283195499330759e-09,-1.3882816793520033e-31,,
420.0,11,0.591986761939141,32,5861,0.7374265137287329,434,65536,131.36632455724725,0.2,0.9456034898757935,0.0,310,0.09190311282873154,1.2077596041024663,0.0001,0.0,-4.896719474345445e-10,-1.9115744735245843e-05,,
932.0,11,0.604955734838643,33,6001,0.7395025375781553,934,67584,284.8947361781699,0.2,0.9925866723060608,0.0056640625,320,0.9104617238044739,3.029668370290892,0.0001,0.0063195433,-0.002332459612080129,-0.04340617770672402,,
475.25,11,0.6093636071536599,34,6137,0.7425788585853771,492,69632,143.5947618602074,0.2,0.990131139755249,0.00322265625,330,0.0857609435915947,0.9080774303292856,0.0001,0.00015916358,-0.0002461746393237263,-0.05071304550361333,,
22.75,11,0.6391880504595928,35,6272,0.7447804269882349,39,71680,6.6858527729919555,0.2,0.9930840730667114,0.0,340,2.1862289905548096,4.434110632847296,0.0001,4.5686174e-06,-1.571665779920295e-05,-0.0319520271331835,,
534.75,11,0.5993908444138923,36,6405,0.7565337547968174,551,73728,162.53377038289614,0.2,0.995172917842865,0.008544921875,350,0.22389917075634003,1.136692314085667,0.0001,7.497132e-06,0.0015292348802177004,-0.08231182833184221,,
81.25,11,0.6236993725766841,37,6537,0.7368265470278632,97,75776,23.147221005391003,0.2,0.5628164410591125,0.0,360,0.05644945800304413,2.7040450441651047,0.0001,0.0,1.0913936421275139e-11,-5.689944733512164e-10,,
593.25,11,0.5988442290984155,38,6669,0.7373264114600293,609,77824,180.97343762678818,0.2,0.9958827495574951,0.008837890625,370,0.28543126583099365,1.5284357516095042,0.0001,0.0038534922,-0.00032329478272004054,-0.06989270552247717,,
144.75,11,0.5992039343955354,39,6802,0.7253620117347434,161,79872,45.09222682912326,0.2,0.5540814995765686,0.0,380,0.8555354475975037,1.3115319174248725,0.0001,0.0,-4.0527083911001684e-10,-2.3255878230948245e-12,,
,,0.599548426301529,,,0.7328890175558627,192,80000,,0.2,0.9967138767242432,0.00087890625,390,0.1622018665075302,1.6605460234975908,0.0001,7.423223e-05,-3.0500300999847242e-05,-0.055652384986984146,946.0,290.92352294921875
468.0,11,0.6063502460097273,40,7399,0.758932992645229,480,81920,142.35405076444994,,,,,,,,,,,,
21.75,11,0.5833726955784692,41,7531,0.7419198941853311,36,83968,7.131374464516503,0.2,0.4322813153266907,0.0,400,2.779266834259033,3.3621622946928253,0.0001,0.0,-4.3437466956675055e-10,-1.6070388658229198e-15,,
533.75,11,0.6052729497752051,42,7663,0.7486263879839956,548,86016,161.48669305894043,0.2,0.9958987832069397,0.009326171875,410,0.6478143334388733,1.194902628881391,0.0001,0.0005793844,-0.0003225510437914636,-0.04387703979221854,,
83.75,11,0.6046471678196116,43,7795,0.7394701802033059,94,88064,25.67714541894441,0.2,0.3189789056777954,0.0,420,6.373039722442627,2.518310309649678,0.0001,0.0,5.748006515204907e-11,-3.5316363612122495e-15,,
595.75,11,0.6125028823861981,44,7926,0.7468626013044084,606,90112,182.40855442500947,0.2,0.9964311122894287,0.00224609375,430,0.1285007745027542,1.4558458465820876,0.0001,0.0007075135,0.00013809895935992244,-0.05506561906648244,,
150.0,11,0.6230635124786644,45,8058,0.7325272567712577,157,92160,44.73197603627965,0.2,0.5928926467895508,0.0,440,1.0968904495239258,1.2330793665139936,0.0001,0.0,-5.391484592109918e-10,-4.953426646344924e-12,,
662.0,11,0.5968529660427339,46,8190,0.7549468418541511,669,94208,204.03293482798756,0.2,0.9945192933082581,0.003466796875,450,0.3297773599624634,1.7002839821681845,0.0001,9.844586e-05,0.0005034453468397259,-0.055922526460108604,,
214.0,11,0.5934554006565701,47,8322,0.7869004765694791,220,96256,65.77356488473035,0.2,0.8506624102592468,0.0,460,1.078708291053772,1.3301028533373027,0.0001,0.0,-2.863089321181178e-10,-6.511166833682128e-10,,
726.0,11,0.6061185615473106,48,8454,0.7695311470557757,732,98304,224.76134113878675,0.2,0.9960323572158813,0.001220703125,470,0.37309420108795166,1.9793567188491579,0.0001,1.1708122e-05,0.00017470885504735633,-0.05568068649309073,,
,,0.5914820588770366,,,0.7663532003523812,189,100000,,0.2,0.8705904483795166,0.0,480,0.1556520015001297,1.313875028595794,0.0001,0.0,-3.1359377317130567e-10,-1.5094027093875277e-07,946.0,288.522216796875
76.0,11,0.5843766152181409,49,9050,0.7505087493495508,88,100352,23.987810991093557,,,,,,,,,,,,
