epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,49954.9,1.12126,1.36803,1.29268,0.54113,0.41256,0.42966,0.29803,1.12618,1.29631,1.28536,0.000294239,0.000294239,0.000294239
34,51516.2,1.11177,1.34752,1.286,0.54258,0.41361,0.43109,0.29921,1.12446,1.29296,1.28392,0.000266532,0.000266532,0.000266532
35,53018.2,1.10702,1.33812,1.28355,0.5459,0.41369,0.43269,0.30031,1.12317,1.28956,1.28275,0.000239766,0.000239766,0.000239766
36,54552.1,1.09994,1.31535,1.27802,0.54741,0.41488,0.43411,0.30134,1.12211,1.28635,1.28187,0.000214046,0.000214046,0.000214046
37,1481.28,1.11331,1.359,1.28997,0.54749,0.41495,0.43453,0.30154,1.12191,1.28603,1.28191,0.000189475,0.000189475,0.000189475
38,2974.84,1.10673,1.33393,1.28523,0.54774,0.41544,0.43485,0.30184,1.12169,1.28544,1.28198,0.000166149,0.000166149,0.000166149
39,4454.51,1.09951,1.32426,1.27787,0.5471,0.41768,0.43474,0.30201,1.12152,1.28465,1.28171,0.000144161,0.000144161,0.000144161
40,5978.56,1.09249,1.30707,1.27296,0.54987,0.41667,0.43506,0.30212,1.12133,1.28361,1.28149,0.000123596,0.000123596,0.000123596
41,7505.49,1.07106,1.20796,1.25588,0.55197,0.4156,0.43548,0.30247,1.12094,1.28247,1.28106,0.000104537,0.000104537,0.000104537
42,8998.24,1.0639,1.1845,1.24819,0.55196,0.41553,0.43542,0.30273,1.12094,1.28169,1.28105,8.70577e-05,8.70577e-05,8.70577e-05
43,10567.2,1.05382,1.17146,1.24471,0.55258,0.41558,0.43581,0.30285,1.12065,1.28104,1.28079,7.12282e-05,7.12282e-05,7.12282e-05
44,12103,1.0482,1.1566,1.24017,0.55423,0.41575,0.43611,0.30313,1.12026,1.28025,1.28058,5.71106e-05,5.71106e-05,5.71106e-05
45,13646.1,1.04616,1.15009,1.23651,0.55364,0.41569,0.43682,0.30338,1.12006,1.27965,1.28041,4.47606e-05,4.47606e-05,4.47606e-05
46,15139.9,1.04287,1.1457,1.23582,0.553,0.41714,0.43683,0.30356,1.11996,1.27894,1.28025,3.4227e-05,3.4227e-05,3.4227e-05
47,16615,1.04348,1.13664,1.2359,0.55423,0.41784,0.43691,0.30367,1.11984,1.2784,1.28022,2.55513e-05,2.55513e-05,2.55513e-05
48,18112.1,1.03722,1.1368,1.23422,0.55637,0.41613,0.43709,0.30379,1.11968,1.27785,1.28007,1.87678e-05,1.87678e-05,1.87678e-05
49,19692.1,1.03911,1.13235,1.23316,0.55366,0.41733,0.43721,0.30393,1.11944,1.27738,1.27979,1.39032e-05,1.39032e-05,1.39032e-05
50,21272.9,1.03655,1.12853,1.23097,0.55341,0.41778,0.43758,0.30402,1.11917,1.27676,1.27947,1.09768e-05,1.09768e-05,1.09768e-05
