epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1753.51,2.32594,3.69787,2.13576,0.46577,0.0535,0.03802,0.01971,2.03303,3.18918,1.94147,0.067008,0.000333253,0.000333253
2,3435.48,1.82652,3.01639,1.79882,0.32622,0.11816,0.07896,0.04438,1.75147,2.63206,1.73391,0.0340073,0.000665935,0.000665935
3,5096.67,1.67569,2.7264,1.69228,0.3054,0.16607,0.126,0.07441,1.61252,2.35168,1.63762,0.00100407,0.000996017,0.000996017
4,6749.5,1.58819,2.52846,1.6304,0.33068,0.20744,0.16274,0.09904,1.52574,2.14159,1.56496,0.000991232,0.000991232,0.000991232
5,8400.16,1.51835,2.3782,1.58199,0.30653,0.23224,0.19205,0.12122,1.45418,2.03113,1.5313,0.000984449,0.000984449,0.000984449
6,10053.3,1.47419,2.25797,1.54795,0.38033,0.24442,0.2252,0.14263,1.41415,1.90147,1.49351,0.000975773,0.000975773,0.000975773
7,11703.7,1.43691,2.16804,1.5211,0.38749,0.26762,0.24747,0.15862,1.37086,1.83175,1.4577,0.000965239,0.000965239,0.000965239
8,13357.6,1.41118,2.08429,1.5034,0.41642,0.28011,0.26723,0.1743,1.33776,1.759,1.44255,0.000952889,0.000952889,0.000952889
9,15009.2,1.39264,2.02816,1.48666,0.42245,0.29851,0.28654,0.18836,1.30876,1.69921,1.41646,0.000938772,0.000938772,0.000938772
10,16659,1.3628,1.96976,1.46739,0.44111,0.3083,0.3014,0.19904,1.28974,1.65245,1.40284,0.000922942,0.000922942,0.000922942
11,18310.6,1.34691,1.92333,1.45312,0.4406,0.32384,0.31614,0.2103,1.26666,1.60654,1.3863,0.000905463,0.000905463,0.000905463
12,19966.1,1.32658,1.87451,1.44026,0.46482,0.32523,0.33034,0.22139,1.25053,1.56745,1.37513,0.000886404,0.000886404,0.000886404
13,21615.8,1.30729,1.82701,1.42566,0.45411,0.34988,0.34455,0.23206,1.23193,1.52815,1.36354,0.000865839,0.000865839,0.000865839
14,23264.9,1.29622,1.79642,1.41924,0.48876,0.34284,0.35054,0.23692,1.21837,1.49953,1.35317,0.000843851,0.000843851,0.000843851
15,25000.1,1.28181,1.75276,1.40664,0.47684,0.3622,0.36213,0.24526,1.20709,1.47261,1.34371,0.000820525,0.000820525,0.000820525
16,26764.2,1.26382,1.7225,1.39492,0.47672,0.36244,0.3709,0.25268,1.19145,1.44255,1.33409,0.000795954,0.000795954,0.000795954
17,28451.2,1.25298,1.68644,1.38648,0.51114,0.36511,0.37896,0.25887,1.18554,1.42215,1.32741,0.000770234,0.000770234,0.000770234
18,30097.8,1.23966,1.65349,1.37425,0.49821,0.37902,0.38635,0.26533,1.17645,1.40138,1.32085,0.000743468,0.000743468,0.000743468
19,31825.7,1.22958,1.63064,1.36757,0.52449,0.37436,0.39253,0.27001,1.1659,1.38535,1.31376,0.000715761,0.000715761,0.000715761
20,33535.9,1.22122,1.60063,1.36216,0.52344,0.38179,0.39888,0.2742,1.15923,1.36973,1.30882,0.000687222,0.000687222,0.000687222
21,35252.2,1.20711,1.57786,1.35082,0.5343,0.38181,0.40423,0.27849,1.15394,1.35762,1.30497,0.000657963,0.000657963,0.000657963
22,36963.9,1.196,1.55759,1.34519,0.53952,0.38831,0.41019,0.28312,1.14738,1.34347,1.29981,0.000628101,0.000628101,0.000628101
23,38662.5,1.18749,1.52723,1.338,0.54141,0.39372,0.41369,0.28611,1.14255,1.33138,1.29641,0.000597754,0.000597754,0.000597754
24,40368.7,1.1763,1.50539,1.32902,0.53905,0.39686,0.41686,0.28857,1.13711,1.32182,1.29256,0.00056704,0.00056704,0.00056704
25,42064,1.16695,1.4846,1.32311,0.541,0.39961,0.42057,0.29143,1.1326,1.31228,1.28896,0.000536081,0.000536081,0.000536081
26,43798.4,1.16183,1.46194,1.31634,0.53873,0.40254,0.42383,0.2939,1.1296,1.30282,1.28618,0.000505,0.000505,0.000505
27,45504.6,1.14936,1.43926,1.30987,0.53716,0.40726,0.42619,0.29584,1.12614,1.29658,1.28314,0.000473919,0.000473919,0.000473919
28,47195.5,1.14331,1.41782,1.30419,0.54054,0.40785,0.42825,0.29763,1.12345,1.29031,1.28089,0.00044296,0.00044296,0.00044296
29,48887,1.13609,1.40511,1.29921,0.53944,0.40809,0.43056,0.2992,1.12069,1.28425,1.27878,0.000412246,0.000412246,0.000412246
30,50582.2,1.12715,1.38952,1.29268,0.5417,0.41,0.43258,0.30107,1.11823,1.27925,1.27676,0.000381899,0.000381899,0.000381899
31,52276.3,1.11968,1.3667,1.28579,0.54249,0.41177,0.43429,0.30241,1.11609,1.27425,1.27491,0.000352037,0.000352037,0.000352037
32,53967.8,1.11421,1.34992,1.28209,0.54412,0.41558,0.43606,0.30398,1.11413,1.27024,1.27322,0.000322778,0.000322778,0.000322778
33,55657.5,1.10499,1.33529,1.27842,0.55035,0.41435,0.43759,0.30515,1.11252,1.26642,1.2718,0.000294239,0.000294239,0.000294239
34,57348.9,1.09952,1.31725,1.27295,0.5509,0.41632,0.43925,0.30631,1.11087,1.26295,1.27025,0.000266532,0.000266532,0.000266532
35,59036.4,1.09279,1.30554,1.26945,0.55276,0.41802,0.44058,0.30722,1.10989,1.25995,1.26922,0.000239766,0.000239766,0.000239766
36,60683,1.08965,1.28845,1.26824,0.55,0.42117,0.44161,0.30815,1.1087,1.25655,1.26828,0.000214046,0.000214046,0.000214046
37,62329.5,1.08029,1.28203,1.26312,0.54927,0.42261,0.44267,0.30897,1.1077,1.25323,1.26749,0.000189475,0.000189475,0.000189475
38,63976.1,1.07876,1.26427,1.25814,0.55027,0.42342,0.44413,0.3101,1.10702,1.25045,1.26693,0.000166149,0.000166149,0.000166149
39,65623.3,1.07301,1.25588,1.25539,0.55066,0.42471,0.44521,0.31097,1.10617,1.24801,1.26617,0.000144161,0.000144161,0.000144161
40,67272.8,1.07101,1.24042,1.25284,0.55049,0.42511,0.44604,0.31166,1.10546,1.24587,1.26549,0.000123596,0.000123596,0.000123596
41,68944.2,1.04206,1.13644,1.22928,0.55086,0.4261,0.44677,0.31238,1.10443,1.24321,1.26471,0.000104537,0.000104537,0.000104537
42,70592.3,1.03254,1.11466,1.22452,0.55347,0.42721,0.44746,0.3131,1.10348,1.24081,1.2638,8.70577e-05,8.70577e-05,8.70577e-05
43,72239.6,1.02668,1.10245,1.22003,0.56167,0.42325,0.44829,0.31375,1.10259,1.23871,1.26303,7.12282e-05,7.12282e-05,7.12282e-05
44,73885.7,1.02131,1.09109,1.21774,0.56383,0.42346,0.44898,0.31424,1.10191,1.23675,1.26245,5.71106e-05,5.71106e-05,5.71106e-05
45,75536.9,1.01642,1.0841,1.21367,0.56541,0.42428,0.44953,0.31464,1.1013,1.23491,1.26206,4.47606e-05,4.47606e-05,4.47606e-05
46,77188.6,1.0149,1.07954,1.21246,0.56507,0.42635,0.45057,0.3154,1.1006,1.23314,1.26158,3.4227e-05,3.4227e-05,3.4227e-05
47,78840.4,1.01295,1.07037,1.21047,0.5666,0.42627,0.45119,0.31598,1.09985,1.23148,1.26093,2.55513e-05,2.55513e-05,2.55513e-05
48,80486.5,1.01224,1.06991,1.20902,0.5678,0.42686,0.45173,0.31637,1.09956,1.22997,1.26049,1.87678e-05,1.87678e-05,1.87678e-05
49,82135.2,1.01052,1.06501,1.20799,0.5687,0.42662,0.45223,0.31684,1.09922,1.22841,1.26016,1.39032e-05,1.39032e-05,1.39032e-05
50,83781.7,1.01112,1.06488,1.20844,0.56591,0.42899,0.4526,0.31726,1.09883,1.22715,1.2597,1.09768e-05,1.09768e-05,1.09768e-05
