epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1672.22,2.35457,3.73505,2.15899,0.4658,0.0449,0.02997,0.01496,2.12792,3.25573,1.97742,0.0670085,0.000333248,0.000333248
2,3272.4,1.84429,3.04912,1.81049,0.36822,0.1256,0.08133,0.04533,1.76667,2.66289,1.76663,0.0340078,0.00066593,0.00066593
3,4850.61,1.69521,2.75868,1.70533,0.33891,0.16051,0.11791,0.06933,1.61851,2.35454,1.64435,0.00100455,0.000996012,0.000996012
4,6422.32,1.59711,2.55605,1.63772,0.3387,0.19204,0.15161,0.09092,1.53666,2.20726,1.59273,0.000991232,0.000991232,0.000991232
5,7993.86,1.5281,2.40645,1.59457,0.35807,0.22255,0.18824,0.11737,1.47478,2.05652,1.55497,0.000984449,0.000984449,0.000984449
6,9568.26,1.49416,2.30829,1.5668,0.37129,0.23649,0.20965,0.13239,1.43166,1.96903,1.51167,0.000975773,0.000975773,0.000975773
7,11139.8,1.45364,2.2142,1.53504,0.38418,0.25402,0.2305,0.14788,1.39425,1.88731,1.48567,0.000965239,0.000965239,0.000965239
8,12712.6,1.42493,2.1391,1.51684,0.42666,0.27154,0.25885,0.16756,1.3539,1.79734,1.46392,0.000952889,0.000952889,0.000952889
9,14283.3,1.39591,2.06228,1.49339,0.45918,0.27942,0.27248,0.17769,1.33238,1.74794,1.43671,0.000938772,0.000938772,0.000938772
10,15854.6,1.37469,2.01079,1.47901,0.43978,0.29423,0.28638,0.18802,1.30683,1.70032,1.42139,0.000922942,0.000922942,0.000922942
11,17427.5,1.36039,1.96481,1.46862,0.48096,0.30435,0.30662,0.20254,1.28486,1.64454,1.40631,0.000905463,0.000905463,0.000905463
12,18995.8,1.33901,1.91542,1.45666,0.46656,0.30928,0.31529,0.20908,1.26365,1.60392,1.39239,0.000886404,0.000886404,0.000886404
13,20570.7,1.32023,1.87074,1.43983,0.43327,0.33332,0.32951,0.22014,1.24808,1.56713,1.37874,0.000865839,0.000865839,0.000865839
14,22142.4,1.30881,1.83194,1.42976,0.48404,0.33064,0.34025,0.22987,1.23424,1.53231,1.36798,0.000843851,0.000843851,0.000843851
15,23717.8,1.29225,1.78858,1.41633,0.45829,0.34287,0.34905,0.2368,1.21831,1.50552,1.35442,0.000820525,0.000820525,0.000820525
16,25297.1,1.276,1.75342,1.40446,0.496,0.34805,0.36126,0.24557,1.2067,1.4781,1.35118,0.000795954,0.000795954,0.000795954
17,26927.7,1.262,1.71856,1.39727,0.48932,0.3585,0.37033,0.25145,1.19733,1.45288,1.34302,0.000770234,0.000770234,0.000770234
18,28569,1.251,1.68748,1.3888,0.49931,0.36521,0.37718,0.25671,1.18798,1.4328,1.33391,0.000743468,0.000743468,0.000743468
19,30215.1,1.23949,1.66832,1.37696,0.49198,0.37644,0.38499,0.26222,1.18274,1.41413,1.3313,0.000715761,0.000715761,0.000715761
20,31828.8,1.23153,1.63956,1.37286,0.50157,0.37893,0.39156,0.26714,1.17558,1.39699,1.32388,0.000687222,0.000687222,0.000687222
21,33448.2,1.21894,1.60552,1.36031,0.50425,0.38648,0.39764,0.27237,1.16739,1.38027,1.3172,0.000657963,0.000657963,0.000657963
22,35018.3,1.207,1.57971,1.35452,0.50831,0.39271,0.40335,0.27684,1.16033,1.36658,1.31285,0.000628101,0.000628101,0.000628101
23,36586.3,1.19695,1.55883,1.34806,0.52201,0.39196,0.40706,0.27974,1.15496,1.35623,1.3086,0.000597754,0.000597754,0.000597754
24,38155.5,1.18627,1.53334,1.34175,0.52868,0.39475,0.41216,0.28328,1.14883,1.34428,1.3043,0.00056704,0.00056704,0.00056704
25,39724.4,1.17894,1.50883,1.33397,0.53835,0.39505,0.41657,0.28691,1.14563,1.3346,1.30107,0.000536081,0.000536081,0.000536081
26,41294.2,1.1695,1.4893,1.32717,0.53002,0.39946,0.41977,0.28932,1.14144,1.32464,1.29806,0.000505,0.000505,0.000505
27,42909,1.16173,1.47199,1.32232,0.53164,0.40179,0.42182,0.2909,1.13831,1.31639,1.29588,0.000473919,0.000473919,0.000473919
