epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1747.61,2.34251,3.73826,2.1991,0.45583,0.05538,0.02788,0.01396,2.11418,3.43826,1.99903,0.0670082,0.00033325,0.00033325
2,3413.94,1.83054,3.04461,1.83167,0.30988,0.12531,0.08017,0.04469,1.75344,2.61175,1.77389,0.0340076,0.000665933,0.000665933
3,5056.95,1.67952,2.75964,1.72308,0.29778,0.16612,0.11652,0.06824,1.62121,2.37733,1.67414,0.0010043,0.000996014,0.000996014
4,6691.07,1.59413,2.54589,1.65488,0.28222,0.19102,0.1499,0.09133,1.53109,2.22567,1.61122,0.000991232,0.000991232,0.000991232
5,8328.7,1.52696,2.39662,1.61012,0.33708,0.22255,0.18748,0.11471,1.4615,2.0373,1.56062,0.000984449,0.000984449,0.000984449
6,9967.42,1.48172,2.28166,1.57636,0.35836,0.24537,0.21649,0.13729,1.41256,1.93392,1.52012,0.000975773,0.000975773,0.000975773
7,11600,1.4483,2.18665,1.5481,0.3849,0.25469,0.2363,0.15063,1.38191,1.85721,1.4889,0.000965239,0.000965239,0.000965239
8,13234.9,1.41644,2.11065,1.52523,0.38279,0.28073,0.25713,0.16692,1.34486,1.78834,1.46289,0.000952889,0.000952889,0.000952889
9,14867.9,1.38994,2.04939,1.50731,0.41501,0.28319,0.27497,0.18003,1.31613,1.71949,1.44568,0.000938772,0.000938772,0.000938772
10,16502.7,1.36924,1.98785,1.48978,0.4194,0.30002,0.29124,0.19172,1.29564,1.67023,1.42898,0.000922942,0.000922942,0.000922942
11,18136.7,1.34818,1.94352,1.47341,0.43859,0.31063,0.30492,0.20306,1.274,1.62582,1.41412,0.000905463,0.000905463,0.000905463
12,19771.4,1.32689,1.8903,1.45899,0.44734,0.32098,0.31746,0.21249,1.25514,1.58332,1.39951,0.000886404,0.000886404,0.000886404
