epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,53486.6,1.1265,1.40841,1.29793,0.55139,0.39176,0.41509,0.28556,1.13738,1.31596,1.29585,0.000214046,0.000214046,0.000214046
37,54946.6,1.12246,1.39389,1.2963,0.55393,0.39024,0.41656,0.28665,1.13601,1.31291,1.29496,0.000189475,0.000189475,0.000189475
38,56433.5,1.11577,1.37723,1.2881,0.5451,0.3898,0.41757,0.28757,1.13487,1.31023,1.29406,0.000166149,0.000166149,0.000166149
39,57925.8,1.10966,1.36203,1.28508,0.54466,0.39071,0.41873,0.28835,1.13408,1.30794,1.29331,0.000144161,0.000144161,0.000144161
40,59421.8,1.10493,1.35652,1.28506,0.54357,0.39326,0.4198,0.28904,1.13337,1.30554,1.29263,0.000123596,0.000123596,0.000123596
41,60939.9,1.08175,1.24283,1.26517,0.5468,0.39179,0.42033,0.28939,1.13276,1.30382,1.29202,0.000104537,0.000104537,0.000104537
42,62430.6,1.07013,1.21752,1.25853,0.54774,0.39392,0.42099,0.28983,1.13215,1.30185,1.29155,8.70577e-05,8.70577e-05,8.70577e-05
43,63927,1.06453,1.20276,1.25189,0.54849,0.39432,0.42186,0.29033,1.13154,1.30029,1.2912,7.12282e-05,7.12282e-05,7.12282e-05
44,65417.5,1.05674,1.1901,1.24735,0.54698,0.39558,0.42267,0.29087,1.13081,1.29866,1.2907,5.71106e-05,5.71106e-05,5.71106e-05
45,66913.3,1.05412,1.18125,1.24714,0.54619,0.39742,0.42292,0.29125,1.13025,1.2975,1.29031,4.47606e-05,4.47606e-05,4.47606e-05
46,68381.3,1.05054,1.1709,1.2428,0.54727,0.39763,0.42352,0.29175,1.12987,1.29635,1.29009,3.4227e-05,3.4227e-05,3.4227e-05
47,69870.5,1.04816,1.17016,1.24289,0.54503,0.39956,0.4246,0.2923,1.12979,1.29538,1.28997,2.55513e-05,2.55513e-05,2.55513e-05
48,71350.9,1.04584,1.16306,1.24079,0.54066,0.40112,0.42496,0.29278,1.12945,1.29462,1.28967,1.87678e-05,1.87678e-05,1.87678e-05
49,72794.6,1.04752,1.16247,1.24131,0.53495,0.40372,0.42529,0.29315,1.1292,1.29356,1.28941,1.39032e-05,1.39032e-05,1.39032e-05
50,74227.1,1.04691,1.16017,1.23992,0.53497,0.40347,0.42576,0.29345,1.12911,1.2928,1.28929,1.09768e-05,1.09768e-05,1.09768e-05
