custom/images_selected,rollout/ep_rew_mean,time/iterations,custom/mean_entropy,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,custom/mean_confidence,train/n_updates,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/value_loss,train/learning_rate,train/loss,train/approx_kl,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
303,87.49901681277001,22,0.7607272076528064,289.25,11,4043,45056,0.6189784529578961,210,0.2,-8.566348697058856e-09,-1.2364268620884168e-05,0.6687270402908325,1.7780130511091556,0.0001,0.16653472185134888,-8.731149e-11,0.0,,
815,245.7423870694327,23,0.7592537392890709,801.25,11,4177,47104,0.6031902448896982,220,0.2,0.00036785186603083275,-0.07108659067159522,0.9828517436981201,3.5339919504825956,0.0001,2.757582664489746,0.00034382398,0.00546875,,
359,105.90713077832432,24,0.7579513312652084,351.25,11,4310,49152,0.6177870594691434,230,0.2,-0.00019387975116842427,-6.633453903842068e-05,0.3784971833229065,1.7529724831576459,0.0001,0.12546172738075256,2.7764647e-05,0.000439453125,,
871,262.3586375287699,25,0.7415237226806812,863.25,11,4443,51200,0.5986691407440177,240,0.2,0.0001221383412485011,-0.06560615335789637,0.9850764274597168,3.837465657934081,0.0001,2.468144655227661,0.00021204678,0.001416015625,,
426,125.15681943925267,26,0.7515993548880721,415.75,11,4576,53248,0.6035663568078072,250,0.2,6.702388855046592e-05,-0.0023967683107372186,0.923798680305481,1.299119256006088,0.0001,0.3491782546043396,0.00028770624,0.000341796875,,
928,277.0789156270012,27,0.7479218185774045,927.75,11,4709,55296,0.6096341860002038,260,0.2,0.0014885010896250606,-0.06152440267493753,0.9908854961395264,3.503337504895171,0.0001,6.506111145019531,0.0015298042,0.005517578125,,
478,143.24887730276305,28,0.7356783404447543,473.0,11,4843,57344,0.5980727344626662,270,0.2,-0.0033420355881389695,-0.15754882393848674,0.9866315126419067,0.9538263863127213,0.0001,1.1537001132965088,0.010595367,0.0478515625,,
15,71.14970127840711,29,0.6583196083704631,242.22,11,4976,59392,0.6304941932360332,280,0.2,3.837890362774487e-05,-0.03566471256146471,0.9870332479476929,3.5293005931540393,0.0001,0.6383146047592163,8.377843e-06,0.0,,
166,,,0.7251621265727354,,,,60000,0.617025848971792,290,0.2,-0.0005545692336454521,-0.10254986676964109,0.9932137727737427,1.1715037304733413,0.0001,0.1382860243320465,0.0035266937,0.011279296875,286.17449951171875,946.0
360,104.26426794459516,30,0.7292977048705022,348.0,11,5582,61440,0.5895042936835024,,,,,,,,,,,,
872,258.1267288942101,31,0.7434045344659495,860.0,11,5715,63488,0.6021291020266507,300,0.2,9.93895810097456e-10,-1.0228339346907927e-14,0.5169520974159241,5.286583067802712,0.0001,9.737276077270508,0.0,0.0,,
422,124.93426354259196,32,0.7389749841173113,410.5,11,5849,65536,0.6011771340788258,310,0.2,-1.3296517863636836e-05,-0.002540865779241597,0.9569640755653381,1.5435980298789218,0.0001,0.19855637848377228,0.00027065727,0.001220703125,,
914,278.77280392241875,33,0.7560787341722968,922.5,11,5983,67584,0.593247998641441,320,0.2,-0.006927502939652186,-0.0889144481065011,0.9925470352172852,2.8074639635451604,0.0001,0.44495514035224915,0.008660852,0.027294921875,,
458,132.5517943026998,34,0.7320155653630802,439.0,11,6116,69632,0.605646047139272,330,0.2,-0.0006562204303918407,-0.10413976586896752,0.9801703095436096,0.9399493996519596,0.0001,0.5404801368713379,0.0037968329,0.01884765625,,
907,273.59254836412293,35,0.736865334904071,951.0,11,6250,71680,0.6057128350452049,340,0.2,0.0009718002947920468,-0.08768168728146293,0.995400071144104,2.550872900953982,0.0001,0.39193710684776306,0.0003807797,0.00048828125,,
426,130.052443071519,36,0.754997086189949,420.25,11,6384,73728,0.5979555360187692,350,0.2,-0.00282888841611566,-0.24705718147451988,0.9866794347763062,0.8919089497358073,0.0001,0.02758401818573475,0.006020045,0.0498046875,,
911,278.8014590637776,37,0.7592478873122869,932.25,11,6517,75776,0.5974088756484599,360,0.2,-0.00201715426883311,-0.10563893920439113,0.9965053200721741,2.8145985148090404,0.0001,2.088949680328369,0.0019747997,0.0005859375,,
452,135.80858249971797,38,0.7641714865720906,441.5,11,6649,77824,0.5950692508336717,370,0.2,-0.00024258189660031348,-0.14624527936830417,0.9927605986595154,0.9455402025254444,0.0001,1.3918356895446777,0.00096188125,0.016015625,,
927,283.1817956735806,39,0.7546619073916767,953.5,11,6782,79872,0.6074611966911688,380,0.2,-0.00021630481132888234,-0.07756871144464413,0.9958020448684692,2.5431354563857895,0.0001,3.2518880367279053,4.7502457e-05,0.0,,
944,,,0.7535172572088003,,,,80000,0.6061868415106481,390,0.2,0.0005600125885393936,-0.17573470112110953,0.9937795996665955,0.6552254900016123,0.0001,0.29873761534690857,0.002716731,0.0125,290.989013671875,946.0
480,141.56940527819407,40,0.7422427918141087,468.0,11,7386,81920,0.6163992096359531,,,,,,,,,,,,
941,281.6771147621685,41,0.7425868649809291,980.0,11,7518,83968,0.6110629212832258,400,0.2,2.107635955326259e-05,-0.03461355826360659,0.6502463221549988,6.405407580459723,0.0001,0.15435509383678436,2.262037e-06,0.0,,
506,148.33877514814,42,0.7521493575082937,486.5,11,7650,86016,0.6137111746510969,410,0.2,0.0023699123965343462,-0.21280397766386158,0.9787783622741699,0.8506773651548428,0.0001,0.6019734144210815,0.011674995,0.0353515625,,
2,251.89904553000758,43,0.5099638551473618,887.73,11,7783,88064,0.7906810641288757,420,0.2,-0.0001083186456526164,-0.018959719056431366,0.9652533531188965,2.6807562983070965,0.0001,2.3476884365081787,7.292547e-07,0.0,,
514,155.76164997947012,44,0.7529735694773466,497.75,11,7916,90112,0.6029190619400039,430,0.2,-0.0019771701059653423,-0.23007462770328857,0.9887744188308716,0.7672594659612514,0.0001,0.21686923503875732,0.0027804873,0.026171875,,
24,36.61642411480702,45,0.8037098273634911,121.42,11,8049,92160,0.6079811193048954,440,0.2,-3.6656194424722345e-06,-0.0068632277425273005,0.9550270438194275,1.8217214319913182,0.0001,0.5918086767196655,5.005859e-09,0.0,,
536,163.8795374231699,46,0.7650659570831861,524.5,11,8182,94208,0.6003343129891958,450,0.2,0.00012397522878018207,-0.1956364776677219,0.9925009608268738,0.9803287645976525,0.0001,1.9992785453796387,0.0006106046,0.01201171875,,
45,10.503866373744247,47,0.7147573676374224,34.75,11,8316,96256,0.6028467370404138,460,0.2,3.009329520864412e-06,-0.0003989604640750599,0.5235178470611572,3.4489779427007305,0.0001,0.6739054918289185,5.4133125e-09,0.0,,
557,168.47435483348247,48,0.7508796378033807,546.75,11,8449,98304,0.5945182642774051,470,0.2,-0.0013362673060328234,-0.2038224580232054,0.9953730702400208,1.1838245489518158,0.0001,0.47732195258140564,0.002624004,0.021484375,,
942,,,0.7517519708570777,,,,100000,0.5972421275413766,480,0.2,2.0815423340536653e-08,-0.0004930782546097134,0.12854242324829102,1.9897389795689377,0.0001,1.0560578107833862,0.0,0.0,288.8775939941406,946.0
88,24.471075939167513,49,0.7843101315877654,76.0,11,9049,100352,0.6050700013610449,,,,,,,,,,,,
