time/time_elapsed,custom/images_selected,time/iterations,rollout/ep_len_mean,time/fps,custom/mean_entropy,rollout/ep_rew_mean,time/total_timesteps,custom/mean_confidence,train/learning_rate,train/value_loss,train/n_updates,train/clip_range,train/clip_fraction,train/explained_variance,train/entropy_loss,train/loss,train/approx_kl,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
4630,481,28,467.25,12,0.7494988940857552,144.73166164144078,57344,0.603792670177075,0.0001,1.035695248428965,270,0.2,0.002294921875,0.9868048429489136,-0.01328996376010087,0.32114994525909424,6.8091555e-05,0.000559464591788128,,
4760,26,29,149.46,12,0.7079309540299269,44.347455202143564,59392,0.7192947497734656,0.0001,3.6276479131134693,280,0.2,0.003564453125,0.9924635291099548,-0.036631224807248175,0.7150833606719971,0.0008446813,0.00019552902267605532,,
,177,,,,0.7510831781615646,,60000,0.6228850621961605,0.0001,1.1532815540209413,290,0.2,0.009423828125,0.9957107901573181,-0.06524899354402862,0.2714049518108368,0.0019228689,-0.00029920423912699334,293.4549255371094,945.0
5354,360,30,348.0,11,0.752681618101067,107.1833931994178,61440,0.6056422024137444,,,,,,,,,,,,
5484,872,31,860.0,11,0.7539454112427497,267.9193775095457,63488,0.5911177048852684,0.0001,2.171297337510623,300,0.2,0.0,0.686450719833374,-6.907791793575215e-21,0.8160508275032043,0.0,-9.771611075848342e-10,,
5615,427,32,415.75,11,0.7421865672466347,127.54211721777659,65536,0.5970503620855702,0.0001,1.174907337251352,310,0.2,0.0,0.9778589010238647,-0.0006289385902422488,0.38264521956443787,7.363269e-09,-2.596767444629222e-06,,
5746,936,33,927.75,11,0.7420741473349393,286.6097558069476,67584,0.5977192795949495,0.0001,2.9712451257859356,320,0.2,0.0048828125,0.9956762194633484,-0.044783407865224945,0.12550964951515198,0.0007454861,-0.0004262518668838311,,
5877,501,34,483.75,11,0.7512001222642715,149.47178286334568,69632,0.5957675758236183,0.0001,0.9206203402427491,330,0.2,0.0017578125,0.9934020638465881,-0.020428156127350505,0.3746272623538971,5.958471e-05,-0.00016444655120722017,,
6008,55,35,37.75,11,0.7234251640059731,11.3107379428994,71680,0.6082759282805703,0.0001,2.8562250723480247,340,0.2,0.0,0.9878630042076111,-0.02037740224332083,0.9503087997436523,5.054247e-05,-0.0002461063730152091,,
6139,567,36,549.75,12,0.7348243076702484,167.46254319920965,73728,0.6166757529164538,0.0001,1.332521296228515,350,0.2,0.002197265625,0.9945009350776672,-0.03760750166702594,0.34807682037353516,0.00040334612,-1.1628915672190488e-06,,
6270,124,37,110.25,12,0.74436786290138,34.59749170128742,75776,0.598904008105878,0.0001,3.3206679378810806,360,0.2,0.0,0.6191238164901733,-1.1910968081430474e-23,4.816280364990234,0.0,4.962203092873097e-10,,
6401,636,38,622.25,12,0.7567708206204873,192.89290290990795,77824,0.5951053081724629,0.0001,1.6219429301389028,370,0.2,0.001611328125,0.9951489567756653,-0.03347256637724243,0.8214024305343628,0.00085299043,-0.0003399717141292058,,
6532,197,39,183.25,12,0.7446915117768467,55.48636559244007,79872,0.5929005506074974,0.0001,1.8801745678880253,380,0.2,0.0,0.5811475515365601,-9.001476506740769e-14,1.8431053161621094,0.0,1.8626451492309571e-10,,
,228,,,,0.7464366327121592,,80000,0.5978612454052556,0.0001,1.8950372642255389,390,0.2,0.002587890625,0.9950939416885376,-0.0346774951413064,0.7826167941093445,0.0027198372,-0.00031472566042793914,294.64031982421875,945.0
7126,480,40,468.0,11,0.7522478864528239,144.2111760140936,81920,0.6037169070914388,,,,,,,,,,,,
7256,42,41,28.5,11,0.7112860502231688,7.794074955643365,83968,0.6219859385774249,0.0001,3.2693959138996433,400,0.2,0.0,0.12229740619659424,-2.3793524069355538e-31,0.27314111590385437,0.0,-1.382431946694851e-10,,
7387,554,42,540.5,11,0.752119469271455,164.18666552694106,86016,0.6034714993802218,0.0001,1.063056069391314,410,0.2,0.001806640625,0.9939730763435364,-0.029630595406884515,1.0996994972229004,5.9349957e-05,0.0006053891193005256,,
7518,116,43,99.75,11,0.7429327964782715,31.860111418644014,88064,0.5866676856731546,0.0001,4.7265326648834165,420,0.2,0.0,0.06788367033004761,-2.815848055024308e-29,1.733975887298584,0.0,7.421476766467094e-10,,
7648,628,44,611.75,11,0.753185657665703,192.86764313536446,90112,0.5943213940900602,0.0001,1.555845602712361,430,0.2,0.001708984375,0.9907707571983337,-0.024013477388516745,0.4701343774795532,0.00018397256,-0.000266321104936651,,
7779,190,45,175.25,11,0.7612926469429543,53.864665628587645,92160,0.6039490472329291,0.0001,1.1274019035627134,440,0.2,0.0,0.3611549139022827,-1.484906264678499e-26,0.8556849956512451,0.0,1.019361661747098e-09,,
7910,702,46,687.25,11,0.7540696878145393,215.1308231573286,94208,0.5965255693747447,0.0001,1.9515094425354618,450,0.2,0.00048828125,0.9948145747184753,-0.020092466455616194,0.5410719513893127,4.1868436e-05,0.00010173788541578688,,
8041,263,47,250.0,11,0.7487679757036184,77.50983159170003,96256,0.5886920506963258,0.0001,1.6117852316296193,460,0.2,0.0,0.14935433864593506,-2.7479093716160487e-20,0.12990444898605347,0.0,1.2696546036750078e-10,,
8172,775,48,762.0,12,0.7440103088271234,235.51825917968017,98304,0.5981785198565452,0.0001,2.161472515453352,470,0.2,0.001171875,0.9962784051895142,-0.01942079498514891,1.441970944404602,7.8044206e-05,-0.00013636805379064755,,
,246,,,,0.7401262612604513,,100000,0.5872874895973903,0.0001,1.1876178569480544,480,0.2,0.0,0.9062707424163818,-8.23724265995954e-16,0.5911953449249268,0.0,2.546585164964199e-11,288.39453125,945.0
8765,88,49,76.0,11,0.7454167932102626,23.869235970071337,100352,0.6379893103783781,,,,,,,,,,,,
