custom/images_selected,rollout/ep_len_mean,time/total_timesteps,custom/mean_confidence,time/fps,rollout/ep_rew_mean,time/iterations,custom/mean_entropy,time/time_elapsed,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/n_updates,train/loss,train/clip_range,train/value_loss,eval/mean_ep_length,eval/mean_reward
120,108.0,20480,0.5885568849742413,10,33.67867624995452,10,0.77535546819369,1916,,,,,,,,,,,,
632,620.0,22528,0.5972803401984746,10,191.9552728218003,11,0.7625130517408252,2055,0.2573094964027405,0.0005633914,0.0006820142592914635,0.0001,0.01044921875,-0.06709606690208147,100,2.865159511566162,0.2,3.797487333463505,,
182,167.0,24576,0.6184939645476394,11,51.21120488074494,12,0.7409961502794381,2193,-2.167675495147705,0.0,4.5789784053340556e-08,0.0001,0.0,-2.614621940868339e-06,110,2.719287157058716,0.2,3.4062258369755,,
694,679.0,26624,0.6004808343710748,11,207.6577714452721,13,0.75047249263233,2331,0.7710837125778198,0.0003571331,0.0008549820915504825,0.0001,0.008740234375,-0.10129615611648432,120,1.6822417974472046,0.2,2.9478882221272213,,
225,212.25,28672,0.6006058559152815,11,63.371102628236514,14,0.7498297268814511,2468,-2.2145872116088867,0.0,1.3900717021897435e-08,0.0001,0.0,-1.9359873435687013e-05,130,1.2238215208053589,0.2,3.4087972499313763,,
737,724.25,30720,0.6059740404099266,11,224.61546160394613,15,0.7440545295581242,2605,0.9473775625228882,0.000523871,-0.0005291172172292135,0.0001,0.00810546875,-0.10449926491269253,140,1.484945297241211,0.2,3.528260088688694,,
281,273.0,32768,0.6120305369969364,11,83.60289318919558,16,0.7352144677337803,2743,-1.1876287460327148,0.0,3.472923708613962e-07,0.0001,0.0,-1.1662109288809557e-05,150,1.1354379653930664,0.2,2.5718450737185776,,
791,785.0,34816,0.6020800658462928,12,241.54516539606848,17,0.7470463035348686,2878,0.97730553150177,0.01090489,0.00013774043836747296,0.0001,0.024853515625,-0.11585860074586965,160,0.47996920347213745,0.2,3.55319155305624,,
326,317.0,36864,0.5811036282156142,12,100.69049227418704,18,0.7284973634441206,3015,0.2433563470840454,0.00021780902,0.0016530291635717732,0.0001,0.004150390625,-0.02000126418404875,170,1.4985252618789673,0.2,1.635181857662974,,
833,829.0,38912,0.5828233308254392,12,256.09502256397985,19,0.7379535892200356,3151,0.9775693416595459,4.6123983e-05,0.00042863009657594374,0.0001,0.010400390625,-0.16042760048155477,180,0.9130380153656006,0.2,2.096581162477378,,
126,,40000,0.6188429314938803,,,,0.7388178604462791,,0.5173812508583069,0.004179269,0.001892567816321389,0.0001,0.003369140625,-0.03918377037671235,190,0.4341193735599518,0.2,0.9890625019557774,946.0,291.38134765625
240,228.0,40960,0.6260051347315312,10,69.22279237746645,20,0.7510036465401451,3767,,,,,,,,,,,,
752,740.0,43008,0.5919535880551693,11,229.5101382375634,21,0.7497417473511652,3902,0.9801025986671448,0.0026441412,0.00028280810875003226,0.0001,0.01396484375,-0.1448733514959249,200,0.7266688346862793,0.2,2.4401024513703304,,
270,255.75,45056,0.5939250313573413,11,77.88663165330632,22,0.728164929041156,4037,0.10598284006118774,0.00048742365,0.0009852927993051707,0.0001,0.001416015625,-0.026784061591388308,210,0.27967700362205505,0.2,0.966101539914962,,
778,767.75,47104,0.6009329544080187,11,238.43825841463837,23,0.7394247604033831,4172,0.9883648157119751,0.003224501,-0.0008499739866238088,0.0001,0.0140625,-0.18795596293275593,220,0.254952609539032,0.2,3.1739103945088574,,
313,307.25,49152,0.6097828066958406,11,94.30634946677843,24,0.7478019471842641,4307,0.4827209711074829,0.0014601065,-7.263828229042701e-05,0.0001,0.003271484375,-0.008389714220118093,230,0.24626965820789337,0.2,1.6851195409311912,,
825,819.25,51200,0.6068838429812229,11,249.08703568231377,25,0.7345869424668225,4443,0.9886137247085571,0.0001632254,0.0007300429759197868,0.0001,0.008642578125,-0.12079780086751271,240,2.6977858543395996,0.2,2.83464556602994,,
370,351.75,53248,0.5928592428162291,11,109.34313268832432,26,0.7471311261122291,4577,0.5400477051734924,0.0008893563,0.00018267468185513281,0.0001,0.00048828125,-0.0070247457084633425,250,0.3429137170314789,0.2,1.5594847771339118,,
866,863.75,55296,0.5931451318620824,11,264.80446670662064,27,0.7490744985420418,4714,0.9848296642303467,0.0021539312,1.6924059309531003e-05,0.0001,0.003564453125,-0.1372096266367396,260,1.1297719478607178,0.2,1.4894807131728158,,
393,374.75,57344,0.5931288985957323,11,114.81529123284426,28,0.7476919708588651,4850,0.9154286980628967,0.001710137,0.0025863986134936567,0.0001,0.0146484375,-0.11379084819745913,270,0.1562070995569229,0.2,1.1188902216090355,,
876,886.75,59392,0.5969799988836215,11,265.77875045215944,29,0.7533487935751183,4987,0.9907563328742981,1.8380757e-05,0.0005153229132702109,0.0001,0.000390625,-0.15487711594066694,280,0.6409220099449158,0.2,2.006393207027577,,
45,,60000,0.5975100166267819,,,,0.7158799671464496,,0.9281533360481262,0.006859537,-0.0007615854825417046,0.0001,0.025439453125,-0.13406627440999727,290,0.20133677124977112,0.2,1.1573877296759747,946.0,292.73138427734375
360,348.0,61440,0.5873820851246516,10,109.44712262582563,30,0.7562765780008501,5603,,,,,,,,,,,,
850,860.0,63488,0.5867718072659379,11,261.7307385748383,31,0.7496152956448837,5739,0.9946017265319824,0.00019196709,-4.266534415364731e-05,0.0001,9.765625e-05,-0.15525084084042645,300,0.17221030592918396,0.2,3.559001070330851,,
373,349.25,65536,0.5879402616068761,11,110.9585043874522,32,0.7486434952023842,5876,0.9315518140792847,0.0044582062,0.0002814922947436571,0.0001,0.03310546875,-0.13026873088929278,310,0.12580353021621704,0.2,1.1102083402773133,,
864,861.25,67584,0.5969168336377979,11,260.7006977963969,33,0.7388300303348714,6011,0.9964057207107544,0.00022028518,5.989059718558565e-06,0.0001,0.002783203125,-0.18425214916169352,320,0.947667121887207,0.2,3.054746965819504,,
382,352.5,69632,0.5926516052159964,11,110.67884723533767,34,0.7597598334218507,6147,0.9693214297294617,7.807484e-05,0.0007451204415701796,0.0001,0.018310546875,-0.12443822427594568,330,0.9245181083679199,0.2,1.3396945289277937,,
877,864.5,71680,0.6009792384151911,11,261.51836937718406,35,0.7557432993629768,6283,0.9968701601028442,0.0010998676,-0.0017070699010218958,0.0001,0.00458984375,-0.17672018695556063,340,0.6559810638427734,0.2,1.9537637452187482,,
390,371.0,73728,0.6007423440615336,11,114.29137181591217,36,0.7524318932722777,6420,0.9778413772583008,0.002567199,-0.00047999933522078206,0.0001,0.0130859375,-0.0855771776077745,350,0.2654934227466583,0.2,1.3411454131710343,,
895,883.0,75776,0.6094134920121825,11,267.80592722487603,37,0.7440472679365501,6555,0.9961387515068054,0.0048471373,0.0016283117118291556,0.0001,0.0404296875,-0.12666717759344173,360,0.903037428855896,0.2,2.829220913129393,,
439,420.5,77824,0.5978858860587205,11,130.53299393386015,38,0.7512527510421966,6690,0.981383740901947,0.0002279128,-3.0881786369718614e-05,0.0001,0.002587890625,-0.03878323909430037,370,0.613247275352478,0.2,1.0586755826603622,,
930,932.5,79872,0.6053443904868185,11,283.0833645992427,39,0.748185440004812,6827,0.9915661811828613,0.0006110394,0.0003506381661281921,0.0001,0.0095703125,-0.08857723514869234,380,5.827144145965576,0.2,2.6035917051660364,,
2,,80000,0.6466433107852936,,,,0.8343974649906158,,0.9843106269836426,0.0009335533,0.0007030085114820394,0.0001,0.00751953125,-0.10670381777163129,390,0.20406316220760345,0.2,0.9504057782003656,946.0,293.52508544921875
480,468.0,81920,0.5954853565742572,11,144.03289132804053,40,0.743140931520611,7439,,,,,,,,,,,,
34,17.25,83968,0.5831068640246111,11,5.546497538127529,41,0.777105360346682,7576,0.7757500410079956,0.00039094593,-0.0015002946915046778,0.0001,0.000634765625,-0.03764822203214759,400,0.19386442005634308,0.2,5.986670402099844,,
546,529.25,86016,0.591119687253739,11,165.8436476019354,42,0.7611408528800194,7712,0.9652101397514343,0.00013950527,0.0006029400654369965,0.0001,0.003759765625,-0.08294784065741397,410,4.0366411209106445,0.2,1.1749403462396004,,
92,73.75,88064,0.5881975740194321,11,22.62685588287129,43,0.7434290634549182,7848,0.10578781366348267,0.0,1.8335413187742233e-10,0.0001,0.0,-2.161603671101245e-09,420,0.44935542345046997,0.2,2.447016836772673,,
604,585.75,90112,0.6015115923044697,11,179.1795822896559,44,0.7491627876578972,7984,0.9904714226722717,6.839726e-05,-0.0007399884503684007,0.0001,0.007470703125,-0.07659555714445787,430,0.28591421246528625,0.2,1.531387436343357,,
150,135.75,92160,0.5772831064462661,11,41.77969366305944,45,0.7501613276203474,8120,0.13090461492538452,0.0,-3.790773916989565e-10,0.0001,0.0,-3.855538622509139e-08,440,5.104020595550537,0.2,2.247110281494679,,
662,647.75,94208,0.5879482478803738,11,203.0040796493721,46,0.7559007446076215,8255,0.988880455493927,0.008924743,-0.0009618088064598851,0.0001,0.010302734375,-0.10423885344685005,450,2.85844087600708,0.2,1.7097487881837878,,
191,179.25,96256,0.5853318520553449,11,55.978139484341575,47,0.7611117170275193,8392,0.20511716604232788,0.0,-8.942442946135998e-08,0.0001,0.0,-0.000373763298023988,460,0.4860832095146179,0.2,1.5960958765237592,,
703,691.25,98304,0.5921513540816001,11,216.6827996746285,48,0.7634213750342047,8528,0.9923200011253357,0.0007286153,-6.2830033130012454e-06,0.0001,0.012890625,-0.1373214910734532,470,1.9180197715759277,0.2,1.8932847533607855,,
154,,100000,0.5977430846784022,,,,0.7502795219324626,,0.4128599166870117,2.415618e-09,1.688182237558067e-07,0.0001,0.0,-0.0005674424068374151,480,0.3370959460735321,0.2,2.412518051714869,946.0,295.0980224609375
88,76.0,100352,0.5668924694711511,10,24.580314645659623,49,0.7778055222535675,9141,,,,,,,,,,,,
