epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,58961.4,1.08491,1.25486,1.26814,0.53047,0.39769,0.41895,0.28763,1.13908,1.31249,1.29988,0.000104537,0.000104537,0.000104537
42,60322.6,1.07268,1.22798,1.26208,0.53437,0.39639,0.4196,0.28813,1.13832,1.31075,1.29934,8.70577e-05,8.70577e-05,8.70577e-05
43,61770,1.06761,1.21446,1.2598,0.53846,0.39524,0.42034,0.28862,1.13773,1.30878,1.29901,7.12282e-05,7.12282e-05,7.12282e-05
44,63216,1.06392,1.20033,1.25719,0.53714,0.3972,0.42098,0.2893,1.13726,1.3074,1.29879,5.71106e-05,5.71106e-05,5.71106e-05
45,64665.7,1.05743,1.18969,1.25134,0.53473,0.39846,0.42137,0.28959,1.13686,1.3063,1.29845,4.47606e-05,4.47606e-05,4.47606e-05
46,66121.1,1.05563,1.18293,1.24962,0.53564,0.39851,0.4216,0.28997,1.13651,1.3047,1.29819,3.4227e-05,3.4227e-05,3.4227e-05
47,67586.5,1.0523,1.18113,1.25097,0.53569,0.39856,0.42221,0.29035,1.1363,1.30395,1.29806,2.55513e-05,2.55513e-05,2.55513e-05
48,69240.6,1.05147,1.17679,1.24829,0.53718,0.39892,0.42246,0.29058,1.13623,1.30316,1.29801,1.87678e-05,1.87678e-05,1.87678e-05
49,70927.1,1.04795,1.17468,1.24634,0.53717,0.39964,0.42292,0.29082,1.1361,1.30235,1.29785,1.39032e-05,1.39032e-05,1.39032e-05
50,72411.9,1.04561,1.17002,1.24436,0.54282,0.3977,0.4233,0.29101,1.13593,1.30167,1.29763,1.09768e-05,1.09768e-05,1.09768e-05
