epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1724.8,2.36031,3.72017,2.16369,0.38776,0.06123,0.02725,0.01404,2.00439,3.38432,1.9437,0.0670082,0.000333251,0.000333251
2,3355.61,1.84626,3.06665,1.81977,0.29748,0.10796,0.07219,0.0406,1.79185,2.67471,1.74722,0.0340075,0.000665933,0.000665933
3,4968.55,1.70193,2.78801,1.71607,0.33153,0.14744,0.10835,0.06355,1.62642,2.43382,1.66499,0.00100429,0.000996014,0.000996014
4,6575,1.60543,2.59047,1.64897,0.3196,0.18939,0.14948,0.09082,1.53113,2.19461,1.59016,0.000991232,0.000991232,0.000991232
5,8181.71,1.53848,2.43837,1.6069,0.33856,0.21827,0.18436,0.11411,1.47326,2.05073,1.55702,0.000984449,0.000984449,0.000984449
6,9797.54,1.49505,2.32186,1.56951,0.35381,0.24082,0.21426,0.13499,1.42851,1.95723,1.5139,0.000975773,0.000975773,0.000975773
7,11420.4,1.46214,2.23999,1.54385,0.40098,0.24974,0.23081,0.14701,1.39092,1.88232,1.48797,0.000965239,0.000965239,0.000965239
8,13047.7,1.42987,2.1643,1.51948,0.42713,0.2628,0.25486,0.16486,1.34781,1.79103,1.45591,0.000952889,0.000952889,0.000952889
9,14672.4,1.40647,2.10774,1.50401,0.40094,0.28598,0.27089,0.17637,1.32391,1.7421,1.43703,0.000938772,0.000938772,0.000938772
10,16305.7,1.3867,2.04832,1.48825,0.43549,0.29574,0.2893,0.19013,1.30341,1.68475,1.42322,0.000922942,0.000922942,0.000922942
11,17927.4,1.36522,1.9984,1.47485,0.42898,0.31007,0.29921,0.19802,1.28014,1.6409,1.4038,0.000905463,0.000905463,0.000905463
12,19548,1.34409,1.94258,1.45796,0.42834,0.32425,0.31341,0.20863,1.25938,1.60001,1.39109,0.000886404,0.000886404,0.000886404
13,21165.4,1.32909,1.90452,1.44643,0.47103,0.31715,0.32295,0.21546,1.25106,1.56839,1.37944,0.000865839,0.000865839,0.000865839
14,22798.2,1.31479,1.86981,1.43603,0.46291,0.33491,0.33221,0.22333,1.23159,1.53182,1.36907,0.000843851,0.000843851,0.000843851
15,24432.4,1.30043,1.82336,1.42384,0.48443,0.34168,0.34515,0.23335,1.21875,1.50353,1.35886,0.000820525,0.000820525,0.000820525
16,26067.3,1.28735,1.79635,1.41617,0.46888,0.35173,0.35235,0.23723,1.20796,1.48307,1.35144,0.000795954,0.000795954,0.000795954
17,27698.4,1.27023,1.76364,1.40543,0.48373,0.35263,0.36039,0.2444,1.19763,1.45991,1.34438,0.000770234,0.000770234,0.000770234
18,29334.6,1.26138,1.73137,1.39668,0.4614,0.37096,0.36797,0.24881,1.19019,1.43947,1.33579,0.000743468,0.000743468,0.000743468
19,30967.7,1.24765,1.69435,1.38796,0.49175,0.37069,0.37586,0.25503,1.18187,1.42217,1.33101,0.000715761,0.000715761,0.000715761
20,32601.6,1.23957,1.6743,1.38158,0.50215,0.37149,0.38023,0.25926,1.17543,1.40543,1.32624,0.000687222,0.000687222,0.000687222
21,34234.5,1.22585,1.65063,1.37203,0.49166,0.37684,0.38573,0.2641,1.16777,1.38788,1.32104,0.000657963,0.000657963,0.000657963
