custom/mean_confidence,time/iterations,rollout/ep_rew_mean,custom/mean_entropy,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,custom/images_selected,train/value_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/loss,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
11.926946725120642,23,4622.372638038409,14.90549846592515,11,47104,4012,779.0,783,2.8176855205150786,0.011858809,0.9880495667457581,-0.12086713522346741,220,0.2,0.006358814633858856,0.0003,0.4007807970046997,0.031494140625,,
34.075789715607684,24,4761.771736753892,42.59036949638922,11,49152,4142,278.75,283,2.096630566997919,0.0066731744,0.5992616415023804,-0.15745901392228917,230,0.2,-0.004440999504731735,0.0003,2.4612255096435547,0.052392578125,,
12.508409368841903,25,4921.030001184256,15.644087699688269,11,51200,4273,790.75,795,3.2939046952524222,0.16544509,0.9973920583724976,-0.20857152274847976,240,0.2,0.018027340400294634,0.0003,1.2454662322998047,0.136474609375,,
29.78814473826178,26,5073.861993775921,37.25970958276154,12,53248,4402,333.75,344,1.6409152394451667,0.015633857,0.8253239989280701,-0.033679577188179266,250,0.2,-0.0009404172720678617,0.0003,0.12025247514247894,0.013525390625,,
12.329076567751782,27,5234.212604881922,15.42280483171431,12,55296,4533,845.75,856,2.030027677019825,0.0007515134,0.9956274032592773,-0.07735859875106713,260,0.2,-0.00011389917708584107,0.0003,0.43761804699897766,0.00947265625,,
26.951671526242723,28,5383.6792692522395,33.72031160639067,12,57344,4663,388.0,403,1.1635254903230816,1.1653174e-07,0.9636935591697693,-0.0014074133542281348,270,0.2,-2.1537208886002192e-05,0.0003,0.4627707898616791,0.0,,
12.198983146551528,29,5541.755761833379,15.273029024357516,12,59392,4793,900.0,911,1.8642764017859008,0.0005582712,0.9972493648529053,-0.08120366056755446,280,0.2,-0.00016297771144309082,0.0003,0.23313066363334656,0.002587890625,,
116.04508734425319,,,145.21588714247972,,60000,,,97,0.8937366476689931,4.3277047e-05,0.9901924133300781,-0.014069267907214212,290,0.2,0.0005859527445863932,0.0003,0.21994347870349884,0.002197265625,291.78204345703125,946.0
35.01491014063358,30,6277.963600927202,43.778821941382354,11,61440,5385,348.0,360,,,,,,,,,,,,
14.80699647918617,31,6436.675818317008,18.509172138074465,11,63488,5516,860.0,872,1.7400649261311627,0.00027892867,0.9954695105552673,-0.05649247512192455,300,0.2,-0.0002533829065214377,0.0003,2.252819061279297,0.001806640625,,
31.325644229755017,32,6591.166365008738,39.153323178236946,11,65536,5646,412.5,422,0.9331029626366216,0.00034947088,0.9849639534950256,-0.001738941212412982,310,0.2,-0.0002773812164377887,0.0003,1.0893536806106567,0.00048828125,,
14.479121153244881,33,6750.581854621776,18.093495480405124,11,67584,5777,924.5,931,2.048742852319265,0.0011805831,0.9966065287590027,-0.0628390021966659,320,0.2,0.0014687354974739718,0.0003,0.16273784637451172,0.0130859375,,
28.288318462106105,34,6907.600141821143,35.35409443621316,11,69632,5907,481.75,489,0.7193039184319787,0.00013574676,0.9930206537246704,-0.019763948688185366,330,0.2,0.000600447152464767,0.0003,0.3594212234020233,0.002197265625,,
314.1857334474723,35,7063.500293686114,392.7351054805848,11,71680,6038,35.75,45,2.3727244552748745,2.055557e-05,0.9892739057540894,-0.02208899604593171,340,0.2,-7.111021477612667e-06,0.0003,0.6895172595977783,9.765625e-05,,
25.923472508547334,36,7221.11084570456,32.415703777257264,11,73728,6168,547.75,557,1.0000560018059332,0.0005230051,0.9953908324241638,-0.036315253383173304,350,0.2,0.0007612294524733443,0.0003,1.0248908996582031,0.008544921875,,
121.90745011341474,37,7377.297737893876,152.43291693119224,12,75776,6298,111.0,121,1.6160327430116013,0.0,0.8050675392150879,-1.018965325001022e-30,360,0.2,2.8448994271457196e-10,0.0003,0.3237166404724121,0.0,,
23.788894502660863,38,7537.375600376158,29.745702395589337,12,77824,6427,623.0,633,1.1025646302907262,0.00017939358,0.9957055449485779,-0.018021737063849092,370,0.2,0.00013266293244669215,0.0003,1.8121997117996216,0.0009765625,,
79.63751299455376,39,7694.870479499022,99.57867343175596,12,79872,6558,186.0,193,1.7340861103963108,0.0,0.7762430906295776,-1.2990056687950828e-27,380,0.2,1.6923877410590648e-09,0.0003,0.8749833106994629,0.0,,
68.69185386983943,,,85.90558156663818,,80000,,,224,1.436178810178535,0.00019369886,0.9948753118515015,-0.015439041306015377,390,0.2,3.627683181548491e-05,0.0003,0.12272605299949646,0.0009765625,295.32177734375,946.0
34.977357306641835,40,8441.557452977799,43.770121948296826,11,81920,7152,468.0,480,,,,,,,,,,,,
371.5038413813581,41,8598.146885206415,465.1140152180324,11,83968,7282,29.5,46,2.27804851111141,0.0,0.7955754399299622,0.0,400,0.2,-1.0921212378889322e-09,0.0003,0.13381263613700867,0.0,,
31.186072547269124,42,8755.285752381184,39.02404639565496,11,86016,7412,541.5,558,0.909463664269424,3.517908e-05,0.9952563643455505,-0.016573927271378592,410,0.2,9.49564331676811e-05,0.0003,0.15414243936538696,0.000439453125,,
142.8755328347606,43,8914.61979897209,178.7284396377302,11,88064,7542,105.0,124,1.558585630019661,0.0,0.29315632581710815,-6.861583049484797e-37,420,0.2,-6.864866008982062e-10,0.0003,1.8726842403411865,0.0,,
28.334355494323766,44,9071.994682180826,35.44588361577418,11,90112,7673,617.0,636,1.2283993806806393,0.0030750942,0.9964064359664917,-0.03383148833501664,430,0.2,0.0005430446821264922,0.0003,0.17844685912132263,0.010595703125,,
94.98144891796335,45,9226.544917457533,118.78784324892753,11,92160,7803,174.5,193,0.7141766519926023,0.0,0.6314622759819031,-3.3744267494075036e-16,440,0.2,1.5555997379124165e-09,0.0003,0.3912889063358307,0.0,,
26.435368773489134,46,9385.065219930075,33.06218803780722,11,94208,7934,686.5,705,0.9322534294740763,0.013051159,0.9957305192947388,-0.02235686093066911,450,0.2,-0.0005113537357829045,0.0003,0.3528535068035126,0.015478515625,,
70.16093992436373,47,9547.080060561764,87.76171201106023,11,96256,8064,249.25,270,1.218412037708913,0.0,0.8390923142433167,-3.420451478306242e-27,460,0.2,-2.2118911147117614e-10,0.0003,1.2676112651824951,0.0,,
24.6119784274522,48,9707.978817506557,30.790713269987602,11,98304,8194,761.25,782,0.7863809276197571,0.0005646998,0.994979977607727,-0.01307670490339583,470,0.2,-0.00017843852110672743,0.0003,0.12312667071819305,0.00078125,,
75.56693160603213,,,94.56488629138862,,100000,,,258,1.1901472323050257,0.0,0.9102131128311157,-7.747158501512798e-25,480,0.2,-2.7721398510038854e-10,0.0003,0.4749077558517456,0.0,294.77288818359375,946.0
234.9802333756604,49,10458.912223368528,294.0531239729713,11,100352,8785,76.0,88,,,,,,,,,,,,
