time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,custom/images_selected,custom/mean_confidence,custom/mean_entropy,train/loss,train/clip_fraction,train/n_updates,train/entropy_loss,train/explained_variance,train/clip_range,train/approx_kl,train/value_loss,train/learning_rate,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
45056,224.25,10,22,70.09474254021141,4178,241,0.6023162249707582,0.7410762163489686,0.243551105260849,0.03203125,210,-0.0451339901136862,0.7320727705955505,0.2,0.05456762,2.2481582377920857,0.0001,0.004545308408341953,,
47104,736.25,10,23,229.06143378215685,4320,749,0.5886041092207708,0.7521340762466627,1.6500744819641113,0.034521484375,220,-0.22671717949560843,0.9939573407173157,0.2,0.0057862434,2.6321454010379965,0.0001,-0.004816421032592189,,
49152,262.75,11,24,81.04192104582351,4465,273,0.5912646268095288,0.7442363860842945,0.16568368673324585,0.0037109375,230,-0.00435877009498995,0.35711604356765747,0.2,0.003983037,2.2422716864617542,0.0001,6.782466825825396e-05,,
51200,774.75,11,25,238.77303339681785,4611,785,0.6025503858259529,0.7566935466922772,0.8890701532363892,0.013330078125,240,-0.1474954114197317,0.9929896593093872,0.2,0.006961535,2.3404687588568778,0.0001,0.0006907992166816257,,
53248,318.25,11,26,98.77730397444797,4753,335,0.6015608019793212,0.7559798838709717,0.48052918910980225,0.000341796875,250,-0.001566462113315481,0.5851635932922363,0.2,5.034465e-05,0.9342115300823934,0.0001,-0.0001465272842324339,,
55296,830.25,11,27,255.13220753410326,4895,832,0.6029510914997902,0.7592913002796128,0.08502557873725891,0.05390625,260,-0.16706922508939215,0.994223415851593,0.2,0.024997711,3.1227392786648123,0.0001,-0.0014560846211679745,,
57344,347.5,11,28,107.52110319042367,5034,355,0.5965727681005505,0.7399940737536256,0.10607677698135376,0.0158203125,270,-0.06326787446237177,0.8779548406600952,0.2,0.03118684,1.1929930061334744,0.0001,0.0037438309031131213,,
59392,859.5,11,29,263.0514460695175,5179,864,0.5977927755044543,0.7468435537637208,2.0755679607391357,0.00029296875,280,-0.1523778143316993,0.9968588948249817,0.2,0.00032962282,1.2158795547205954,0.0001,-0.0003493296091619413,,
60000,,,,,,40,0.645316319167614,0.7135973162949085,0.27230310440063477,0.003564453125,290,-0.036000906876643056,0.9723452925682068,0.2,0.0002172846,1.0024727110809182,0.0001,-0.00020078563757124356,945.0,295.2550354003906
61440,348.0,10,30,108.38993576197407,5812,360,0.6000799743665589,0.7536529363443454,,,,,,,,,,,,
63488,860.0,10,31,266.19286980664526,5950,867,0.5856294655198351,0.751790308778029,1.3781328201293945,0.003076171875,300,-0.1181583843446155,0.9965860843658447,0.2,0.0005535318,1.5650448378757573,0.0001,-0.00033065096868085676,,
65536,398.25,10,32,124.58552718142612,6088,413,0.6137771193686755,0.7555221206131989,0.15315228700637817,0.012060546875,310,-0.023882742588159544,0.9770191311836243,0.2,0.008799984,1.201682359923143,0.0001,0.0003400936831894796,,
67584,910.25,10,33,279.0796495027558,6223,915,0.6104577315175855,0.7525520119614698,0.7251412868499756,0.0,320,-0.0997918754459322,0.9969249963760376,0.2,6.355415e-05,2.7612634783319665,0.0001,-4.700466161011718e-05,,
69632,449.0,10,34,138.94683318936714,6355,466,0.5916166451995465,0.7680769815977039,0.19783519208431244,0.006982421875,330,-0.04468175930874167,0.9898592233657837,0.2,0.00042191482,0.7903399959788657,0.0001,-0.0011336762981954962,,
71680,748.18,11,35,226.46525559514183,6488,12,0.6844629620512327,0.6681807885567347,0.4056831896305084,0.0,340,-0.06220011954491974,0.9937416911125183,0.2,3.5734105e-05,1.6777511171647348,0.0001,-5.8766189613379535e-05,,
73728,503.5,11,36,156.26784254625483,6620,524,0.5989980517339161,0.740543833812912,0.08041045069694519,0.008837890625,350,-0.08410112602527989,0.9958851933479309,0.2,0.0008536233,0.7956519520201255,0.0001,-0.00033172753101098353,,
75776,47.0,11,37,14.506597078182923,6753,74,0.6357147923192462,0.7452928154049693,0.1579163521528244,0.0,360,-0.0027045611540939484,0.930842936038971,0.2,1.3387762e-09,2.548757532075979,0.0001,-5.389425496105104e-07,,
77824,559.0,11,38,171.91953255906327,6888,586,0.6013416197316231,0.7492537088056473,0.22726672887802124,0.00595703125,370,-0.08703092785241325,0.9955721497535706,0.2,0.0006747352,1.3083094451169017,0.0001,0.00045773441961500795,,
79872,109.0,11,39,32.622677733161346,7022,129,0.5864372738572055,0.7611921868583028,1.0185458660125732,0.0,380,-8.925323681220997e-10,0.7672827243804932,0.2,0.0,1.1564496273291298,0.0001,1.5530531527474522e-09,,
80000,,,,,,160,0.6004336263984442,0.7449506000615657,1.4455584287643433,0.011083984375,390,-0.06379723097005305,0.9960148930549622,0.2,0.000914635,1.3769169589562806,0.0001,-0.0006841968373919371,945.0,292.4490051269531
81920,468.0,10,40,144.85193866320836,7628,480,0.5878587629025182,0.7285788015695289,,,,,,,,,,,,
83968,21.25,10,41,6.7766651999419665,7762,36,0.5583939552307129,0.7823827928966947,0.15651783347129822,0.0,400,-4.36070533589674e-14,0.49543964862823486,0.2,0.0,3.389956076815724,0.0001,-8.985807653516531e-10,,
86016,533.25,10,42,169.15493148872116,7898,548,0.5952646537092481,0.746178231181672,0.17498208582401276,0.00302734375,410,-0.06408751847745328,0.9952050447463989,0.2,0.00020391728,1.0693108815466985,0.0001,0.0007161941139202099,,
88064,81.25,10,43,25.27590091386523,8035,93,0.5865962133612684,0.7575190064086709,3.3100037574768066,0.0,420,-3.5387619141714813e-12,0.6558710932731628,0.2,0.0,6.021615869097877,0.0001,-4.5547494664788247e-10,,
90112,593.25,11,44,186.89671762985364,8170,605,0.5996766759344369,0.7505207910271715,0.13797850906848907,0.001123046875,430,-0.06791799632495668,0.9951527714729309,0.2,0.0002525667,1.2360267825541087,0.0001,7.536679258919321e-05,,
92160,147.75,11,45,46.63621379915557,8304,157,0.6049862963378809,0.7367037844126392,0.270940899848938,0.0,440,-1.4040838767912624e-11,0.7051326036453247,0.2,0.0,1.6505331457359715,0.0001,4.5838532969355583e-10,,
94208,659.75,11,46,203.6981486429646,8436,669,0.6037457388434532,0.7394562626956379,0.653205931186676,0.00654296875,450,-0.0548351075562322,0.9959307312965393,0.2,0.0036976193,1.8748151058040095,0.0001,0.0017940624464245047,,
96256,216.0,11,47,65.47286690540223,8572,222,0.5871620500409925,0.7526568603945208,0.12676696479320526,0.0,460,-2.6023224732985046e-13,0.7309282422065735,0.2,0.0,1.5990528732421807,0.0001,9.356881491839885e-10,,
98304,728.0,11,48,223.08236113651128,8707,734,0.5972131043672562,0.7521469621977461,0.07474911957979202,0.001953125,470,-0.03881670823471423,0.996424674987793,0.2,0.00039201934,1.9430153424385934,0.0001,-0.0003283566256868653,,
100000,,,,,,198,0.5705321739719371,0.734343448898407,0.18525972962379456,0.0,480,-1.4220114398534655e-11,0.3193117380142212,0.2,0.0,1.2677707864146215,0.0001,6.109985406510531e-10,945.0,294.0948486328125
100352,76.0,10,49,23.114778816751194,9317,88,0.6065545962615446,0.7807077829810706,,,,,,,,,,,,
