custom/mean_entropy,time/fps,time/iterations,custom/mean_confidence,custom/images_selected,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/entropy_loss,train/value_loss,train/clip_fraction,train/loss,train/n_updates,train/explained_variance,train/clip_range,eval/mean_ep_length,eval/mean_reward
0.758762517987634,14,1,0.6040739025338553,417,124.98645948317804,500.0,2048,145,,,,,,,,,,,,
0.7539180647145258,14,2,0.6031438591016922,884,266.86682252178,1012.0,4096,291,0.03257088019308867,1.1021204,0.0001,-0.0979232894448728,2.1317776710609904,0.564111328125,0.3079509735107422,10,0.6564490795135498,0.2,,
0.7570872529608904,14,3,0.6082961150703617,407,121.2814115315437,397.75,6144,434,0.002657377760624513,0.018250175,0.0001,-0.21713126393733545,2.249842307216022,0.047509765625,1.766722321510315,20,0.0032997727394104004,0.2,,
0.7482489708798884,14,4,0.6008652992489808,856,257.7749789107991,909.75,8192,577,0.00014071264304220675,0.002566667,0.0001,-0.13448527528057533,2.38750382210128,0.006494140625,1.6513808965682983,30,-0.35749638080596924,0.2,,
0.7420018608531644,14,5,0.6090344945269246,372,106.48963143437011,353.0,10240,718,-0.0024427915930573365,0.015305748,0.0001,-0.255325018462463,1.2277722829720006,0.0693359375,0.8473085761070251,40,-0.4939788579940796,0.2,,
0.7312142751032141,14,6,0.612013405837894,868,259.10050509358666,865.0,12288,857,-0.0012554382723465097,0.0044795303,0.0001,-0.17821487474823244,2.333541432279162,0.0328125,0.9824842810630798,50,0.6929497122764587,0.2,,
0.7375685392061666,14,7,0.5836459506987309,392,116.06365382270951,378.75,14336,996,0.002635416546399938,0.0025156983,0.0001,-0.07526906028706434,1.976627395336982,0.01904296875,0.6148632168769836,60,0.5496771335601807,0.2,,
0.7508074471941301,14,8,0.5887451129017678,892,271.33573120831556,890.75,16384,1134,-0.0014909366225765552,0.00015221904,0.0001,-0.13471041787970123,3.080249220947735,0.009130859375,2.2758498191833496,70,0.9338818788528442,0.2,,
0.7576888437178118,14,9,0.6083825403212374,423,129.09166321245345,410.25,18432,1271,0.000896165120502701,0.0010289864,0.0001,-0.08801171391205571,1.9249148597591557,0.008349609375,0.3848617970943451,80,0.6945693492889404,0.2,,
0.7559829898526393,,,0.6033127370132568,814,,,20000,,-0.0008934437802963658,0.0018259606,0.0001,-0.10783069429561976,2.9067377495928666,0.01142578125,1.6802027225494385,90,0.9532543420791626,0.2,946.0,289.95111083984375
0.7413808580487966,10,10,0.5988758405049642,120,33.49793206631516,108.0,20480,1884,,,,,,,,,,,,
0.7317046254425298,11,11,0.5917591553511499,632,190.6314990636826,620.0,22528,2019,-0.0005798035475891083,0.000709798,0.0001,-0.0023689572330661155,4.098628128867131,0.000390625,0.9283548593521118,100,0.5657265186309814,0.2,,
0.7474773780002699,11,12,0.6031439684249542,182,53.65417594902134,168.0,24576,2154,-1.8917489796876907e-10,0.0,0.0001,-3.261966430554136e-07,3.433607276750263,0.0,3.81312894821167,110,0.2805764079093933,0.2,,
0.7441548960396124,11,13,0.5951836913051111,694,211.58155368317585,680.0,26624,2288,0.00017825746690505184,0.00073165813,0.0001,-0.08235200816585575,3.399046034994535,0.00361328125,1.0883580446243286,120,0.956101655960083,0.2,,
0.7040728700823254,11,14,0.616298885875278,225,62.55047416450367,212.25,28672,2423,1.3615208445116876e-07,3.2014214e-10,0.0001,-4.6028254117080894e-05,2.832691399520263,0.0,2.7882423400878906,130,0.6389701962471008,0.2,,
0.7352235919746647,12,15,0.605724966792918,737,217.75434503500503,724.25,30720,2557,-0.0001242320468008984,0.0038864575,0.0001,-0.11143498913015719,3.15433622446144,0.011181640625,1.179955244064331,140,0.9777159094810486,0.2,,
0.7439894090237567,12,16,0.6074289886340551,281,82.07518963841352,272.0,32768,2692,1.1413858373998664e-07,-1.4551915e-10,0.0001,-1.5960325047150067e-05,2.5004445628379472,0.0,0.9686214923858643,150,0.8183879852294922,0.2,,
0.7416975524318774,12,17,0.6026742610173749,793,239.59736838526234,784.0,34816,2827,0.0004138717231398914,0.0001417116,0.0001,-0.07767285000205834,3.1037643644260244,0.004345703125,0.4390857517719269,160,0.9829568862915039,0.2,,
0.7559001953608688,12,18,0.5913170683144153,348,104.47545744085608,335.75,36864,2961,-4.085261025466025e-07,2.4447218e-09,0.0001,-0.000414664573428436,2.2514980402425864,0.0,0.5072802305221558,170,0.3056373596191406,0.2,,
0.7575642184289388,12,19,0.5990701072784357,860,260.2306102234135,847.75,38912,3096,0.0020303050994698426,0.00013878648,0.0001,-0.11604743547769729,3.1600599321362095,0.050732421875,0.2623750865459442,180,0.9749739170074463,0.2,,
0.7224692395888269,,,0.6047198131680489,160,,,40000,,7.319823635043576e-05,1.948513e-05,0.0001,-0.004526032335797936,1.6867054477334023,0.00029296875,3.8205387592315674,190,0.7667091488838196,0.2,946.0,289.25555419921875
0.767256451708575,11,20,0.5776172070453565,240,71.7822120279543,228.0,40960,3702,,,,,,,,,,,,
0.7534882728149124,11,21,0.5954770565904836,752,225.74049919791153,740.0,43008,3835,-4.8674023855710405e-05,9.484663e-05,0.0001,-0.08604394422982338,3.3826304124784654,0.000634765625,1.1926714181900024,200,0.9938502907752991,0.2,,
0.7542086910221267,11,22,0.5881593468973407,301,88.83652084903835,287.0,45056,3969,-2.0590232452377677e-07,0.0,0.0001,-6.724366739148113e-05,2.0268992455967236,0.0,0.2899554669857025,210,0.8462201356887817,0.2,,
0.7392699296092489,11,23,0.5969930716033058,813,244.9924480066201,799.0,47104,4103,-7.378225127467886e-05,6.8749534e-05,0.0001,-0.08904244518068938,3.3389627414406275,0.000146484375,5.680568695068359,220,0.9936438798904419,0.2,,
0.7505286445220312,11,24,0.5929903631409009,360,107.07306028728921,349.75,49152,4237,-0.00010322167290723882,0.00087674015,0.0001,-0.0002420969858757567,1.700656864384655,0.00029296875,0.32895219326019287,230,0.860395610332489,0.2,,
0.7591470904955897,11,25,0.6000122130942454,872,266.43885445142115,861.75,51200,4370,-0.00015798310851096177,0.0011204397,0.0001,-0.05878891092000345,1.9187804425659123,0.003857421875,1.837226390838623,240,0.9957718849182129,0.2,,
0.7299964474145071,11,26,0.6149651831958122,429,127.92914166527102,418.0,53248,4504,-6.958799276617356e-05,3.8753264e-05,0.0001,-0.000461730507516045,1.1395237284887116,0.000244140625,0.5621201395988464,250,0.9583061337471008,0.2,,
0.7421466035651604,11,27,0.6086877808370702,935,283.67761355406077,930.0,55296,4638,-0.0009224153342074715,0.00326534,0.0001,-0.05949695368639692,2.787446285720216,0.00439453125,0.857683002948761,260,0.9950166940689087,0.2,,
0.7345566218168819,12,28,0.6063679652762753,491,144.9948919983296,482.5,57344,4772,-0.0036808629010920413,0.0006647984,0.0001,-0.119774641613094,0.8999765228654724,0.04091796875,0.05849349498748779,270,0.9901790618896484,0.2,,
0.7214775208769173,12,29,0.6058261281457441,29,6.943451494138926,22.25,59392,4906,-1.6084748494904489e-06,7.111521e-08,0.0001,-0.023153401258232904,1.863663500000257,0.0,1.4414740800857544,280,0.9883090853691101,0.2,,
0.7400338658028178,,,0.6064996134903696,180,,,60000,,0.0017883251544844824,0.00022748772,0.0001,-0.08620589821830435,1.1672290522838011,0.01044921875,0.05793248489499092,290,0.9943687915802002,0.2,946.0,293.50616455078125
0.7389176462466518,11,30,0.6220366873674923,360,105.82373843380395,348.0,61440,5509,,,,,,,,,,,,
0.7372309481041557,11,31,0.6095801541291246,872,263.8792219910652,860.0,63488,5643,6.693881005048751e-11,0.0,0.0001,-6.672542751792168e-13,2.3654299829620866,0.0,0.32832014560699463,300,0.4434177279472351,0.2,,
0.7687288058736313,11,32,0.5923496703683483,422,126.22815085398192,411.25,65536,5777,0.00010339889631723053,0.00017746876,0.0001,-0.005715190237488432,1.0443407423852478,0.001171875,1.492948293685913,310,0.9662913084030151,0.2,,
0.7664991629008818,11,33,0.5949411897957964,925,282.6990282560835,923.25,67584,5911,2.9136528610251846e-06,0.0007134292,0.0001,-0.07991514628319911,2.776317490416113,0.00390625,0.1509406417608261,320,0.995086669921875,0.2,,
0.748618566417495,11,34,0.5903714913291572,479,142.51899121159747,465.75,69632,6046,0.0009789799645659515,0.000433537,0.0001,-0.06258222352790313,0.8168051845452282,0.0087890625,1.0731972455978394,330,0.9918336868286133,0.2,,
0.7997566991382175,11,35,0.6042819265966062,27,44.04723026766841,146.83,71680,6180,3.623525553848594e-05,1.2452452e-05,0.0001,-0.043663669665071334,2.0040194082888774,0.0,0.25568047165870667,340,0.9941604733467102,0.2,,
0.7542254768851073,11,36,0.6019824469576076,539,162.2949599005817,522.75,73728,6318,-0.00025873776248772626,0.0003235665,0.0001,-0.08752461599806338,0.8261046263156459,0.00634765625,0.279741108417511,350,0.996344804763794,0.2,,
0.7730612749302829,11,37,0.6166330123389209,81,19.41906838419068,63.0,75776,6454,6.089976523071528e-10,0.0,0.0001,-1.0482741079691183e-08,2.040520898310933,0.0,7.0156378746032715,360,0.7593604922294617,0.2,,
0.7683479954405338,11,38,0.608991538995836,593,174.7946765962368,575.0,77824,6589,0.001011804196605226,0.0012121091,0.0001,-0.09315825493979446,1.6499009722552729,0.01123046875,0.050223469734191895,370,0.995713472366333,0.2,,
0.7160839296049542,11,39,0.6020683014834368,135,35.78430660260078,119.75,79872,6724,1.662556314840913e-10,0.0,0.0001,-1.4877439406358685e-07,1.9858183199597987,0.0,0.14197732508182526,380,0.00654292106628418,0.2,,
0.7241054948374449,,,0.609677338277001,166,,,80000,,-0.00019396691568545065,5.635305e-05,0.0001,-0.08272140138346913,1.5675788110122084,0.010009765625,3.3778414726257324,390,0.9955880641937256,0.2,946.0,293.26129150390625
0.7643328659236431,11,40,0.59735585997502,480,146.82194515603842,468.0,81920,7335,,,,,,,,,,,,
0.744687968492508,11,41,0.605857307712237,30,58.17185211364465,194.52,83968,7470,-5.893525667488575e-11,0.0,0.0001,-3.043489467725907e-09,1.8498865188797935,0.0,1.1224591732025146,400,0.2257317304611206,0.2,,
0.752781839745731,11,42,0.6026089465816082,542,159.84722062473577,521.5,86016,7604,0.0023846640870033298,0.00023159602,0.0001,-0.11716598267623227,0.7673413307435112,0.018359375,0.09298422187566757,410,0.9952508211135864,0.2,,
