custom/mean_entropy,custom/images_selected,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,custom/mean_confidence,rollout/ep_rew_mean,train/loss,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/value_loss,train/n_updates,train/learning_rate,train/clip_range,train/explained_variance,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
14.967710997487938,774,765.5,23,4124,47104,11,12.05146713535706,4548.898598850197,0.17796042561531067,-0.00048115350437001326,0.0107421875,0.000254668,2.3999370546836873,220,0.0001,0.2,0.979979395866394,-0.19505072691245004,,
41.034475882178484,293,287.75,24,4259,49152,11,33.066333922509855,4690.811477108866,0.47356197237968445,-0.00019699706681421957,0.003466796875,0.00019703095,0.9905810447526164,230,0.0001,0.2,-0.2951279878616333,-0.007826041057978728,,
15.416624881068001,805,799.75,25,4393,51200,11,12.416178535600627,4847.9446610763425,2.086404800415039,0.0018755931188934483,0.014208984375,0.0015882547,2.577203225379344,240,0.0001,0.2,0.9929822087287903,-0.17283840288437205,,
36.847270063540606,347,324.0,26,4527,53248,11,29.70869492874709,4990.5495145653995,0.2478356957435608,0.004478157994890352,0.002783203125,0.0008391354,1.4280726727796718,250,0.0001,0.2,0.536901593208313,-0.042254728902662464,,
15.33113591104954,833,836.0,27,4661,55296,11,12.3621031636756,5138.996251197368,0.2778371274471283,0.0013460494250466582,0.02158203125,0.012960682,2.2680462446413,260,0.0001,0.2,0.9938413500785828,-0.18015629129291927,,
39.497673326304984,343,313.25,28,4795,57344,11,31.887110011831318,5274.783182833995,0.21211451292037964,-0.00022177726350491866,0.034423828125,0.0028290926,1.1689669207320548,270,0.0001,0.2,0.7351745367050171,-0.12736147400646586,,
16.293825945101286,840,825.25,29,4929,59392,12,13.146539894251795,5426.357117679136,0.09956450015306473,-3.902877760992851e-05,0.000830078125,0.0009960004,1.4352720409864559,280,0.0001,0.2,0.9927907586097717,-0.22926612411101815,,
13.961929237525577,944,,,,60000,,11.260854019440902,,0.2574596703052521,3.4034180134767664e-05,0.017138671875,0.0019318529,1.2871378511714284,290,0.0001,0.2,0.8330228328704834,-0.10215842056350084,291.8455810546875,946.0
43.718151034228505,360,348.0,30,5554,61440,11,35.2332943012317,6150.832334714979,,,,,,,,,,,,
18.494477795530965,850,860.0,31,5690,63488,11,14.900874599404291,6300.274639557299,11.427271842956543,-0.0007834988762624561,0.0130859375,0.0013605279,10.753465260646772,300,0.0001,0.2,0.7194215059280396,-0.18334375711701795,,
45.46527961257732,362,341.5,32,5825,65536,11,36.65103517222339,6434.975016629152,1.1698658466339111,-0.00347523985983571,0.03037109375,0.003088191,1.113475244800793,310,0.0001,0.2,0.9260662198066711,-0.14075308352475985,,
19.292666166033065,848,853.5,33,5959,67584,11,15.562658720629555,6582.9510260619,0.21734826266765594,0.0003039836876268964,0.000341796875,0.00025993562,2.6052985266025646,320,0.0001,0.2,0.9502375721931458,-0.19911336339673652,,
48.1002227076664,359,333.0,34,6093,69632,11,38.806570282055475,6721.271158293747,1.2528682947158813,-0.000249378640728537,0.01806640625,0.002464448,1.3784004154906142,330,0.0001,0.2,0.8059016466140747,-0.1561145160725573,,
20.267801997402575,853,845.0,35,6227,71680,11,16.348848540015116,6876.194699846606,0.25821638107299805,-0.000836971154785715,0.000634765625,0.0005904101,2.562276027316693,340,0.0001,0.2,0.9628660678863525,-0.20496527499581135,,
51.222738613903694,352,338.25,36,6360,73728,11,41.33660550407049,7012.863360269745,0.1294836550951004,0.0011550900257134345,0.020068359375,0.0011606808,1.2855902505805716,350,0.0001,0.2,0.8742111325263977,-0.09354838931394624,,
21.31095942364212,859,850.25,37,6492,75776,11,17.198472532374716,7167.563212798891,2.4782705307006836,9.082935794140213e-05,0.01630859375,0.003241799,2.321234495536191,360,0.0001,0.2,0.9897810816764832,-0.18457804242111348,,
49.08483373500193,383,362.25,38,6625,77824,11,39.60908328872125,7311.297598215891,0.6616465449333191,0.005333909261389635,0.02763671875,0.18385379,1.0149659532646182,370,0.0001,0.2,0.8994541764259338,-0.12065947746668826,,
21.43476759190333,880,874.25,39,6758,79872,11,17.29230786808376,7464.584389453651,0.8980485200881958,-0.0018018864131590818,0.00390625,0.0006146336,4.405310137278866,380,0.0001,0.2,0.9849246740341187,-0.1646329458487344,,
20.741580860934686,901,,,,80000,,16.733350824749753,,0.22534796595573425,-0.000619495335558895,0.013232421875,0.00101691,1.017078495514579,390,0.0001,0.2,0.924232006072998,-0.08418643641089148,290.07012939453125,946.0
43.705584571665774,480,468.0,40,7359,81920,11,35.29869985611489,8199.605956055348,,,,,,,,,,,,
1124.3073932724565,19,529.8,41,7491,83968,11,907.9054300455671,8023.607596368775,2.6203346252441406,-0.000813508681312669,0.007958984375,0.0013064898,2.9712585978209973,400,0.0001,0.2,0.2926303744316101,-0.030371236255438215,,
40.962734597775444,531,511.5,42,7623,86016,11,33.06751089305976,8502.707642524667,0.21390101313591003,0.0005031476277508773,0.0119140625,0.0013935089,0.8833535462850705,410,0.0001,0.2,0.9662724137306213,-0.141496995162197,,
409.9377107446392,54,42.0,43,7755,88064,11,330.8941563538931,8648.66245351635,0.5636433959007263,-6.9536326918751005e-09,0.0,0.0,2.014533157966798,420,0.0001,0.2,0.09838569164276123,-9.88106277644181e-07,,
39.7753535284539,566,554.0,44,7887,90112,11,32.127784459413995,8804.633972142761,0.11993185430765152,-2.6621049619279803e-05,0.009228515625,0.0002557722,0.9523149123007897,430,0.0001,0.2,0.9842987060546875,-0.12827491714306233,,
218.00001984962395,105,83.5,45,8019,92160,11,176.1630992574351,8951.259847208996,2.561072826385498,-4.1679595597088334e-08,0.0,-1.4551915e-10,3.644688492856221,440,0.0001,0.2,-0.0011180639266967773,-3.5044960948305002e-06,,
37.71432561996111,617,595.5,46,8150,94208,11,30.487261040284142,9109.49469663005,0.7603579163551331,0.003637893502309453,0.0158203125,0.00068646646,1.1196089455334004,450,0.0001,0.2,0.992260217666626,-0.17157676043134415,,
154.57074256591937,153,124.5,47,8282,96256,11,124.9903807908881,9251.640595521714,0.6946483850479126,-3.498789737932384e-08,0.0,-8.731149e-11,1.853719495574478,460,0.0001,0.2,0.1635047197341919,-3.8117353301103665e-05,,
36.13892336643504,665,636.5,48,8414,98304,11,29.225493357145698,9409.291318483796,0.27279096841812134,-6.793211287003942e-05,0.00615234375,0.0006947529,1.4998127351340371,470,0.0001,0.2,0.9937296509742737,-0.14094880805569118,,
209.87007599947012,116,,,,100000,,169.74665448275107,,0.29672184586524963,8.180868462659419e-08,0.0,0.0,1.7044901721703354,480,0.0001,0.2,0.23144102096557617,-7.12309857268778e-05,290.5698547363281,946.0
293.55457609866494,88,76.0,49,9013,100352,11,237.31011181900448,10138.569564678026,,,,,,,,,,,,
